model,family,params_b,task,level,n_items,rho,ceiling,share,mass_median
SmolLM2-135M-Instruct,other,0.1,discourse_physics_singles_list1,sentence_semantics,100,0.221,0.943,0.2343,0.4394
SmolLM2-135M-Instruct,other,0.1,discourse_physics_singles_list2,sentence_semantics,100,0.0473,0.952,0.0496,0.4418
SmolLM2-135M-Instruct,other,0.1,discourse_physics_singles_list3,sentence_semantics,100,-0.0952,0.941,-0.1012,0.443
SmolLM2-135M-Instruct,other,0.1,discourse_physics_singles_list4,sentence_semantics,100,0.1159,0.942,0.123,0.4422
SmolLM2-135M-Instruct,other,0.1,discourse_scenes_pairs_list1,sentence_semantics,100,0.0285,0.944,0.0301,0.4623
SmolLM2-135M-Instruct,other,0.1,discourse_scenes_pairs_list2,sentence_semantics,100,-0.0318,0.95,-0.0335,0.4685
SmolLM2-135M-Instruct,other,0.1,discourse_scenes_singles_list1,sentence_semantics,100,0.0243,0.944,0.0257,0.4442
SmolLM2-135M-Instruct,other,0.1,discourse_scenes_singles_list2,sentence_semantics,100,0.1535,0.949,0.1618,0.4556
SmolLM2-135M-Instruct,other,0.1,discourse_scenes_singles_list3,sentence_semantics,100,0.1216,0.966,0.1259,0.444
SmolLM2-135M-Instruct,other,0.1,discourse_scenes_singles_list4,sentence_semantics,100,-0.0133,0.964,-0.0138,0.4514
SmolLM2-135M-Instruct,other,0.1,diveica2023_socialness,lexical_semantics,1000,-0.0358,0.883,-0.0406,0.1941
SmolLM2-135M-Instruct,other,0.1,ecog_sentences_imaginability_jan_8_2014,sentence_semantics,120,-0.0255,0.833,-0.0306,0.5514
SmolLM2-135M-Instruct,other,0.1,ecog_sentences_naturalness_jan_8_2014_2,sentence_semantics,120,0.2448,0.727,0.3367,0.3407
SmolLM2-135M-Instruct,other,0.1,edwards2024_spelling_to_pronunciation_transparency,subword,1000,-0.013,0.826,-0.0157,0.0975
SmolLM2-135M-Instruct,other,0.1,erp_norming_error_detection_june_2013_4,syntax,323,0.0531,0.841,0.0631,0.3349
SmolLM2-135M-Instruct,other,0.1,erp_sentence_naturalness_survey_june_2013_2,syntax,483,-0.0331,0.922,-0.036,0.3539
SmolLM2-135M-Instruct,other,0.1,eunice_disfluency_2_nov_17_2011,syntax,190,-0.0443,0.832,-0.0532,0.3511
SmolLM2-135M-Instruct,other,0.1,eunice_disfluency_nov_15_2011,syntax,468,0.2907,0.807,0.3603,0.3534
SmolLM2-135M-Instruct,other,0.1,european_portuguese_rc,syntax,174,0.1265,0.84,0.1505,0.0014
SmolLM2-135M-Instruct,other,0.1,european_portuguese_wh,syntax,174,-0.2742,0.893,-0.307,0.0026
SmolLM2-135M-Instruct,other,0.1,extension,syntax,138,-0.0445,0.872,-0.051,0.4232
SmolLM2-135M-Instruct,other,0.1,gabriel_rc,syntax,174,0.0622,0.818,0.076,0.0013
SmolLM2-135M-Instruct,other,0.1,gabriel_wh,syntax,174,-0.1403,0.902,-0.1555,0.003
SmolLM2-135M-Instruct,other,0.1,giurgea2025_motivation,lexical_semantics,1000,-0.1234,0.856,-0.1441,0.2142
SmolLM2-135M-Instruct,other,0.1,huang_response_set1a,syntax,288,0.0469,0.966,0.0486,0.1153
SmolLM2-135M-Instruct,other,0.1,huang_response_set1b,syntax,288,0.079,0.964,0.0819,0.112
SmolLM2-135M-Instruct,other,0.1,huang_response_set2a,syntax,288,0.2387,0.97,0.2461,0.1165
SmolLM2-135M-Instruct,other,0.1,huang_response_set2a_declaratives,syntax,288,0.212,0.97,0.2185,0.2088
SmolLM2-135M-Instruct,other,0.1,huang_response_set2b,syntax,288,0.2214,0.97,0.2283,0.1205
SmolLM2-135M-Instruct,other,0.1,huang_response_set2b_declaratives,syntax,288,0.0844,0.974,0.0867,0.1926
SmolLM2-135M-Instruct,other,0.1,imperative_control_iad_gs_may_16_2011_purple_puppy,pragmatics,96,0.1904,0.86,0.2214,0.4015
SmolLM2-135M-Instruct,other,0.1,isac_sentence_naturalness_survey_feb_2011_64_items_survey_code_giant_c,syntax,256,-0.1045,0.885,-0.118,0.3009
SmolLM2-135M-Instruct,other,0.1,islands_acceptability_expt_2_dec_2_2012,syntax,480,0.0919,0.874,0.1051,0.3298
SmolLM2-135M-Instruct,other,0.1,italian_dative_v2,discourse,192,-0.015,0.604,-0.0248,0.0175
SmolLM2-135M-Instruct,other,0.1,italian_locative_v7,discourse,192,0.0884,0.66,0.134,0.0171
SmolLM2-135M-Instruct,other,0.1,lancaster2020_auditory,lexical_semantics,1000,0.0517,0.831,0.0622,0.1642
SmolLM2-135M-Instruct,other,0.1,lancaster2020_foot_leg,lexical_semantics,1000,0.1248,0.729,0.1711,0.1738
SmolLM2-135M-Instruct,other,0.1,lancaster2020_gustatory,lexical_semantics,1000,-0.0268,0.545,-0.0491,0.1618
SmolLM2-135M-Instruct,other,0.1,lancaster2020_hand_arm,lexical_semantics,1000,0.14,0.783,0.1788,0.1596
SmolLM2-135M-Instruct,other,0.1,lancaster2020_haptic,lexical_semantics,1000,0.08,0.808,0.099,0.1697
SmolLM2-135M-Instruct,other,0.1,lancaster2020_head,lexical_semantics,1000,0.0113,0.57,0.0198,0.1198
SmolLM2-135M-Instruct,other,0.1,lancaster2020_interoceptive,lexical_semantics,1000,-0.0522,0.778,-0.0671,0.1593
SmolLM2-135M-Instruct,other,0.1,lancaster2020_mouth,lexical_semantics,1000,-0.0246,0.777,-0.0317,0.1786
SmolLM2-135M-Instruct,other,0.1,lancaster2020_olfactory,lexical_semantics,1000,0.011,0.622,0.0177,0.1425
SmolLM2-135M-Instruct,other,0.1,lancaster2020_torso,lexical_semantics,1000,0.1539,0.675,0.228,0.1754
SmolLM2-135M-Instruct,other,0.1,lancaster2020_visual,lexical_semantics,1000,0.0722,0.767,0.0941,0.1772
SmolLM2-135M-Instruct,other,0.1,lauren_sentence_naturalness_survey_expt3_nov_17_2011,syntax,460,0.1181,0.633,0.1866,0.2988
SmolLM2-135M-Instruct,other,0.1,lauren_sentence_naturalness_survey_expt_2_nov_15_2011,syntax,252,0.2877,0.712,0.404,0.3383
SmolLM2-135M-Instruct,other,0.1,lauren_sentence_naturalness_survey_oct_14_2011,syntax,360,0.19,0.703,0.2702,0.3383
SmolLM2-135M-Instruct,other,0.1,lexical_frame_adjectives_likert_set1,syntax,384,0.4867,0.83,0.5864,0.3535
SmolLM2-135M-Instruct,other,0.1,lexical_frame_adjectives_likert_set2,syntax,384,0.4868,0.744,0.6544,0.3563
SmolLM2-135M-Instruct,other,0.1,lexical_frame_adjectives_likert_set3,syntax,384,0.5133,0.873,0.588,0.3535
SmolLM2-135M-Instruct,other,0.1,locative_topicalization_survey,discourse,229,0.0601,0.777,0.0774,0.3941
SmolLM2-135M-Instruct,other,0.1,massive_mem_arousal_mar_2013,lexical_semantics,1000,-0.0374,0.883,-0.0424,0.4087
SmolLM2-135M-Instruct,other,0.1,massive_mem_arousal_mar_2013_end_2,lexical_semantics,242,0.0714,0.85,0.0841,0.4
SmolLM2-135M-Instruct,other,0.1,massive_mem_arousal_mar_2014,lexical_semantics,1000,-0.0478,0.863,-0.0553,0.3227
SmolLM2-135M-Instruct,other,0.1,massive_mem_arousal_mar_2014_end_1,lexical_semantics,242,-0.1329,0.886,-0.15,0.3216
SmolLM2-135M-Instruct,other,0.1,massive_mem_concreteness_mar_2013,lexical_semantics,1000,-0.0014,0.956,-0.0015,0.3927
SmolLM2-135M-Instruct,other,0.1,massive_mem_concreteness_mar_2013_end_1,lexical_semantics,242,0.3651,0.959,0.3807,0.3961
SmolLM2-135M-Instruct,other,0.1,massive_mem_concreteness_mar_2014,lexical_semantics,1000,-0.0084,0.952,-0.0088,0.3084
SmolLM2-135M-Instruct,other,0.1,massive_mem_concreteness_mar_2014_end_1,lexical_semantics,242,0.0646,0.955,0.0677,0.3025
SmolLM2-135M-Instruct,other,0.1,massive_mem_imageability_mar_2013,lexical_semantics,1000,0.131,0.961,0.1363,0.5052
SmolLM2-135M-Instruct,other,0.1,massive_mem_imageability_mar_2013_end_1,lexical_semantics,242,0.3357,0.963,0.3486,0.4907
SmolLM2-135M-Instruct,other,0.1,massive_mem_imageability_mar_2014,lexical_semantics,1000,0.072,0.948,0.076,0.4352
SmolLM2-135M-Instruct,other,0.1,massive_mem_imageability_mar_2014_end_1,lexical_semantics,242,0.1613,0.964,0.1673,0.4267
SmolLM2-135M-Instruct,other,0.1,massive_mem_valence_mar_2013,lexical_semantics,1000,0.1203,0.948,0.1269,0.4164
SmolLM2-135M-Instruct,other,0.1,massive_mem_valence_mar_2013_end_1,lexical_semantics,242,0.3154,0.966,0.3265,0.4084
SmolLM2-135M-Instruct,other,0.1,massive_mem_valence_mar_2014,lexical_semantics,1000,0.0977,0.961,0.1017,0.3222
SmolLM2-135M-Instruct,other,0.1,massive_mem_valence_mar_2014_end_1,lexical_semantics,242,0.0831,0.959,0.0867,0.317
SmolLM2-135M-Instruct,other,0.1,melissa_short_naturalness_test,sentence_semantics,24,0.6421,0.968,0.6633,0.3408
SmolLM2-135M-Instruct,other,0.1,missing_vp_extension_0501_final,syntax,72,0.0794,0.741,0.1071,0.4213
SmolLM2-135M-Instruct,other,0.1,missing_vp_extension,syntax,80,0.1947,0.881,0.221,0.4015
SmolLM2-135M-Instruct,other,0.1,missing_vp_rereplication,syntax,72,-0.2259,0.707,-0.3195,0.4525
SmolLM2-135M-Instruct,other,0.1,mk_grammaticality_study_7_20,syntax,1000,0.166,0.876,0.1895,0.316
SmolLM2-135M-Instruct,other,0.1,muraki2023_concreteness,lexical_semantics,1000,-0.1688,0.829,-0.2036,0.2349
SmolLM2-135M-Instruct,other,0.1,noisy_channel_acceptability_1_sept_2013_1,syntax,496,0.0209,0.921,0.0226,0.38
SmolLM2-135M-Instruct,other,0.1,noisy_channel_acceptability_2_sept_2013,syntax,380,0.1617,0.965,0.1675,0.3663
SmolLM2-135M-Instruct,other,0.1,noisy_rc_norming_oct19,sentence_semantics,128,0.0332,0.838,0.0396,0.3748
SmolLM2-135M-Instruct,other,0.1,of_acceptability_2,syntax,88,0.1878,0.951,0.1974,0.296
SmolLM2-135M-Instruct,other,0.1,orange_camel_sentence_naturalness_survey_nov_2010,discourse,144,-0.041,0.861,-0.0476,0.2957
SmolLM2-135M-Instruct,other,0.1,orc_lauren_sentence_naturalness_survey_july_2012,syntax,192,0.3283,0.948,0.3463,0.3431
SmolLM2-135M-Instruct,other,0.1,p_p_sentence_naturalness_survey_aug_2010,syntax,252,0.208,0.859,0.2421,0.3333
SmolLM2-135M-Instruct,other,0.1,p_p_sentence_naturalness_survey_dec_2009,syntax,324,0.0339,0.95,0.0357,0.3261
SmolLM2-135M-Instruct,other,0.1,p_p_sentence_naturalness_survey_feb,syntax,614,0.1315,0.664,0.198,0.333
SmolLM2-135M-Instruct,other,0.1,p_p_sentence_naturalness_survey_june_2013_v3,syntax,242,0.1883,0.928,0.2029,0.2915
SmolLM2-135M-Instruct,other,0.1,paris_judgments_3_dec_2012,syntax,477,0.2108,0.845,0.2494,0.3263
SmolLM2-135M-Instruct,other,0.1,pascal_1_dec_2012,syntax,544,0.0583,0.066,0.8828,0.0414
SmolLM2-135M-Instruct,other,0.1,presup_survey_1_acd_july_2012,pragmatics,240,0.1387,0.83,0.1672,0.4779
SmolLM2-135M-Instruct,other,0.1,presup_survey_2_acd_july_2012,pragmatics,240,-0.0096,0.665,-0.0144,0.4737
SmolLM2-135M-Instruct,other,0.1,pronouns_following_verbs,pragmatics,44,0.4266,0.706,0.6042,0.2978
SmolLM2-135M-Instruct,other,0.1,pronouns_following_verbs_an,pragmatics,44,0.1871,0.663,0.2821,0.2625
SmolLM2-135M-Instruct,other,0.1,pronouns_following_verbs_ce,pragmatics,44,0.4786,0.708,0.676,0.3076
SmolLM2-135M-Instruct,other,0.1,pronouns_following_verbs_sm,pragmatics,44,0.0532,0.443,0.1201,0.2903
SmolLM2-135M-Instruct,other,0.1,pronouns_following_verbs_so,pragmatics,44,0.2462,0.509,0.4836,0.2656
SmolLM2-135M-Instruct,other,0.1,pronouns_following_verbs_ve,pragmatics,45,0.4491,0.567,0.792,0.2975
SmolLM2-135M-Instruct,other,0.1,quant_syn_april_13_2012_90_sentences_with_a_question_and_a_rating_code,syntax,184,-0.0739,0.91,-0.0812,0.34
SmolLM2-135M-Instruct,other,0.1,quant_syn_april_14_2012_48_sentences_with_a_question_and_a_rating_code,syntax,168,0.1432,0.96,0.1492,0.3448
SmolLM2-135M-Instruct,other,0.1,quant_syn_april_16_2012_36_sentences_with_a_question_and_a_rating_code,syntax,126,-0.0864,0.965,-0.0895,0.353
SmolLM2-135M-Instruct,other,0.1,quantifier_naturalness_survey_june_4_2010,syntax,192,-0.1348,0.639,-0.211,0.3626
SmolLM2-135M-Instruct,other,0.1,quantitative_syntax_survey,syntax,129,0.0853,0.852,0.1001,0.258
SmolLM2-135M-Instruct,other,0.1,rating_english_sentences,syntax,240,0.0881,0.899,0.098,0.5602
SmolLM2-135M-Instruct,other,0.1,reasoning_and_language_tasks_survey_code_talkative_pigeon,syntax,72,-0.2188,0.941,-0.2326,0.3583
SmolLM2-135M-Instruct,other,0.1,relative_clause_displacements_in_english_sentences,syntax,180,0.0305,0.501,0.0608,0.5587
SmolLM2-135M-Instruct,other,0.1,relative_clause_displacements_in_english_sentences_with_fill,syntax,93,0.231,0.846,0.2731,0.5535
SmolLM2-135M-Instruct,other,0.1,replication_study_9_59,discourse,185,0.0768,0.363,0.2115,0.4182
SmolLM2-135M-Instruct,other,0.1,richard_islands_acceptability_expt_1_april_25_2013_3,syntax,144,0.1906,0.819,0.2327,0.3279
SmolLM2-135M-Instruct,other,0.1,richard_islands_acceptability_expt_2_april_26_2013,syntax,228,-0.0413,0.92,-0.0449,0.3336
SmolLM2-135M-Instruct,other,0.1,richard_islands_acceptability_expt_4_april_26_2013_1,syntax,100,-0.0586,0.931,-0.063,0.3267
SmolLM2-135M-Instruct,other,0.1,richard_islands_acceptability_expt_5_april_27_2013_1,syntax,132,0.1592,0.619,0.2573,0.3258
SmolLM2-135M-Instruct,other,0.1,richard_islands_acceptability_expt_6_april_28_2013_while_whq_decl,syntax,100,-0.1354,0.965,-0.1403,0.3225
SmolLM2-135M-Instruct,other,0.1,russian_freezing,syntax,180,-0.0563,0.898,-0.0627,0.1102
SmolLM2-135M-Instruct,other,0.1,semantics1_finalproject,sentence_semantics,96,0.0285,0.972,0.0293,0.3997
SmolLM2-135M-Instruct,other,0.1,semantics2_finalproject,sentence_semantics,96,0.073,0.986,0.0741,0.4147
SmolLM2-135M-Instruct,other,0.1,semantics3_final_project,pragmatics,96,0.0091,0.974,0.0093,0.3513
SmolLM2-135M-Instruct,other,0.1,sentence_completions_and_islands_acceptability_expt_1_nov_13_2012,syntax,112,0.2554,0.969,0.2636,0.323
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_isac_survey_feb_2011,syntax,304,0.0263,0.836,0.0314,0.3133
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_acd_ratings_hackl_expt_7_oct_25_2012_1,syntax,176,0.1031,0.886,0.1164,0.335
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_acd_ratings_hackl_replic_expt_1_july_14_20,syntax,480,0.2664,0.864,0.3083,0.3556
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_acd_ratings_v4_july_13_2012,syntax,176,-0.0119,0.748,-0.0158,0.3386
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_acd_v1_jan_2012,discourse,128,-0.0561,0.299,-0.1876,0.2375
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_acd_v6_oct_25_2012,discourse,128,-0.1855,0.602,-0.3081,0.242
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_denise_jan_12_2011_survey_code_pig_the_pig,syntax,200,-0.1292,0.986,-0.131,0.3152
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_denise_sept_8_2010_survey_code_pig_the_pig,syntax,224,-0.1,0.972,-0.1029,0.3158
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_feb_16_1_2012_60_items_code_shy_armadillo,syntax,120,0.3817,0.912,0.4185,0.3198
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_for_gs_dec_2009,pragmatics,122,-0.0288,0.882,-0.0327,0.3716
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_for_gs_jan_2010,pragmatics,133,-0.0045,0.906,-0.0049,0.3596
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_for_gs_jan_23_2010,pragmatics,216,-0.0499,0.942,-0.0529,0.3665
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_for_gs_may_11_2011_purple_puppy,pragmatics,72,0.0944,0.873,0.1081,0.3654
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_for_jk_april_4_2010,discourse,96,0.1069,0.886,0.1207,0.3629
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_for_jk_april_4_expt_3_2010,discourse,96,-0.0893,0.83,-0.1076,0.3553
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_for_jk_april_9_expt_4_2010,discourse,96,0.1347,0.831,0.1621,0.3497
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_for_jk_june_24_2010_v2,discourse,176,-0.0539,0.787,-0.0685,0.3618
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_for_jk_mar_2010,discourse,96,0.1349,0.88,0.1533,0.3577
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_for_jkm_dec_2009,discourse,128,0.1409,0.18,0.7825,0.3368
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_for_jkm_jan_2012,discourse,128,0.0984,0.266,0.3699,0.2336
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_for_lb_dec_2009,discourse,108,0.0851,0.832,0.1023,0.3133
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_for_lb_feb_20_2010_v2,discourse,79,0.4698,0.951,0.494,0.3174
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_for_lb_jan_2011,discourse,519,0.1118,0.886,0.1262,0.2828
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_for_lb_jan_2011_v2,discourse,519,-0.0046,0.689,-0.0067,0.1943
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_for_lb_jan_2011_v3,discourse,519,0.1074,0.886,0.1213,0.2715
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_for_lb_mar_2010_2,discourse,241,-0.0613,0.935,-0.0655,0.3183
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_for_lb_mar_2010,discourse,123,0.0034,0.951,0.0036,0.3133
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_for_lb_may_2010,discourse,148,0.0765,0.953,0.0803,0.3141
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_for_lb_prelim_oct_2010,discourse,402,0.0973,0.882,0.1104,0.3119
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_for_rw_dec_2009,discourse,180,0.1734,0.825,0.2101,0.3818
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_for_rw_jan_2010,discourse,480,0.1629,0.872,0.1868,0.3843
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_laura_mar_17_2012_92_items_code_lazy_cater,sentence_semantics,368,0.0559,0.883,0.0633,0.3176
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_laura_mar_17_2012_96_items_code_lazy_cater,sentence_semantics,384,0.047,0.883,0.0532,0.3194
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_may_4_2011_36_items_code_anxious_bat,syntax,84,0.0698,0.757,0.0922,0.3496
SmolLM2-135M-Instruct,other,0.1,sentence_naturalness_survey_nat_aug_28_2010_survey_code_downtown,syntax,270,-0.1009,0.956,-0.1056,0.2926
SmolLM2-135M-Instruct,other,0.1,short_acceptability_feb_6_2014,syntax,128,0.3085,0.907,0.3402,0.3424
SmolLM2-135M-Instruct,other,0.1,susan_canonicity_rerunning_2,syntax,52,0.4187,0.95,0.4407,0.2977
SmolLM2-135M-Instruct,other,0.1,topicalization_e1,syntax,77,0.1522,0.942,0.1616,0.3108
SmolLM2-135M-Instruct,other,0.1,verb_causality_study_semantics_ratings_mk_april_2010,lexical_semantics,188,-0.1464,0.972,-0.1506,0.5397
SmolLM2-135M-Instruct,other,0.1,verb_causality_study_syntax_ratings_mk_april_2010,syntax,653,0.0287,0.633,0.0453,0.3054
SmolLM2-135M-Instruct,other,0.1,wm2_wm5_9_59_sentence_naturalness_survey_april_2011,syntax,219,-0.1114,0.839,-0.1328,0.2963
SmolLM2-135M-Instruct,other,0.1,word3_b_word_naturalness_survey_may_4_2011_160_items_code_sleepy_bear,subword,158,-0.0571,0.937,-0.0609,0.2058
SmolLM2-135M-Instruct,other,0.1,word3_word_naturalness_survey_may_1_2011_45_items_code_nosy_badger,subword,45,-0.3374,0.948,-0.3559,0.1953
Yi-1.5-34B-Chat,Yi 1.5,34.4,50_sentences_noisy_channel_may_25_2011,pragmatics,208,0.1024,0.555,0.1844,0.9943
Yi-1.5-34B-Chat,Yi 1.5,34.4,50_sentences_with_2_comp_qs_plus_rating_mar_11_2011,sentence_semantics,208,0.4864,0.588,0.8272,0.9468
Yi-1.5-34B-Chat,Yi 1.5,34.4,acceptability_extension_959_v5,syntax,566,0.7957,0.797,0.9984,0.9987
Yi-1.5-34B-Chat,Yi 1.5,34.4,acceptability_judgments_kang,syntax,136,0.8598,0.974,0.8828,0.9995
Yi-1.5-34B-Chat,Yi 1.5,34.4,acceptability_replication_959,syntax,288,0.926,0.964,0.9606,0.9992
Yi-1.5-34B-Chat,Yi 1.5,34.4,acd_context_polly_1_nov_23_2012,discourse,310,0.2716,0.462,0.5878,0.9995
Yi-1.5-34B-Chat,Yi 1.5,34.4,acd_no_context_polly_1_nov_23_2012,syntax,213,0.6941,0.838,0.8283,0.9984
Yi-1.5-34B-Chat,Yi 1.5,34.4,acd_project_also_3_nov_24_2012_2,syntax,128,0.7137,0.874,0.8165,0.9987
Yi-1.5-34B-Chat,Yi 1.5,34.4,acd_project_expt_23_also_nov_16_2012,syntax,600,0.6873,0.825,0.833,0.9993
Yi-1.5-34B-Chat,Yi 1.5,34.4,acd_project_expt_24_same_diff_verbs_nov_16_2012,syntax,472,0.7304,0.89,0.8207,0.9993
Yi-1.5-34B-Chat,Yi 1.5,34.4,acd_project_expt_31_same_diff_verbs_nov_16_2012_1,syntax,176,0.7157,0.755,0.9479,0.9993
Yi-1.5-34B-Chat,Yi 1.5,34.4,acd_project_expt_42_also_verbs_nov_29_2012_1,syntax,176,0.5208,0.63,0.8266,0.9987
Yi-1.5-34B-Chat,Yi 1.5,34.4,acd_project_expt_44_the_same_nov_29_2012_1,syntax,140,0.5995,0.601,0.9976,0.999
Yi-1.5-34B-Chat,Yi 1.5,34.4,acd_project_expt_45_hkv_expt_2_plaus_nov_29_2012,syntax,360,0.6108,0.774,0.7891,0.9994
Yi-1.5-34B-Chat,Yi 1.5,34.4,acd_project_expt_46_also_in_hkv_2_nov_29_2012_1,syntax,448,0.5203,0.56,0.9291,0.9993
Yi-1.5-34B-Chat,Yi 1.5,34.4,active_passive_sentence_naturalness_survey_july_2012,syntax,132,0.7983,0.887,0.9,0.9992
Yi-1.5-34B-Chat,Yi 1.5,34.4,aixiu_coherence_en_update1,sentence_semantics,277,0.8498,0.882,0.9634,0.9993
Yi-1.5-34B-Chat,Yi 1.5,34.4,alex_paunov_literal_inferences_dec_3_2011,pragmatics,299,0.5398,0.908,0.5945,0.9905
Yi-1.5-34B-Chat,Yi 1.5,34.4,amouyal2024_plausibility,sentence_semantics,853,0.6429,0.915,0.7027,0.9941
Yi-1.5-34B-Chat,Yi 1.5,34.4,animacy_passive_dative_kyle,syntax,120,0.5211,0.926,0.5628,0.9993
Yi-1.5-34B-Chat,Yi 1.5,34.4,anne_abeille_acceptability_july_12_2017_1,syntax,296,0.581,0.635,0.915,0.9998
Yi-1.5-34B-Chat,Yi 1.5,34.4,base_acceptability_0908,syntax,73,0.5289,0.931,0.5681,0.9999
Yi-1.5-34B-Chat,Yi 1.5,34.4,brief_sentence_naturalness_survey_march_2011,sentence_semantics,64,0.8377,0.96,0.8726,0.9997
Yi-1.5-34B-Chat,Yi 1.5,34.4,can_noncan_acceptability_0924,syntax,88,0.6928,0.966,0.7172,0.9998
Yi-1.5-34B-Chat,Yi 1.5,34.4,can_noncan_acceptability_2,syntax,88,0.7396,0.962,0.7688,0.9996
Yi-1.5-34B-Chat,Yi 1.5,34.4,chinese_dative,discourse,96,0.5086,0.715,0.7113,0.9991
Yi-1.5-34B-Chat,Yi 1.5,34.4,class_demo,syntax,44,0.6736,0.927,0.7266,0.9992
Yi-1.5-34B-Chat,Yi 1.5,34.4,clefting_e3,syntax,48,0.2272,0.877,0.2591,0.9985
Yi-1.5-34B-Chat,Yi 1.5,34.4,clefting_e4,syntax,48,0.3734,0.969,0.3854,0.9983
Yi-1.5-34B-Chat,Yi 1.5,34.4,coherence_survey_list1_main,discourse,100,0.8637,0.95,0.9092,0.9956
Yi-1.5-34B-Chat,Yi 1.5,34.4,coherence_survey_list2_main,discourse,100,0.8972,0.948,0.9464,0.9955
Yi-1.5-34B-Chat,Yi 1.5,34.4,coherence_survey_list3_main,discourse,100,0.8586,0.942,0.9115,0.9942
Yi-1.5-34B-Chat,Yi 1.5,34.4,coherence_survey_list4_main,discourse,100,0.8654,0.95,0.9109,0.9948
Yi-1.5-34B-Chat,Yi 1.5,34.4,constituency_tests_2,syntax,48,0.565,0.836,0.6758,0.9978
Yi-1.5-34B-Chat,Yi 1.5,34.4,constituency_tests,syntax,48,0.5476,0.654,0.8373,0.9983
Yi-1.5-34B-Chat,Yi 1.5,34.4,copy_cat_polly_june_2014,discourse,102,0.7991,0.865,0.9239,0.9873
Yi-1.5-34B-Chat,Yi 1.5,34.4,copy_of_verb_causality_study_semantics_ratings_mk_april_2010,lexical_semantics,62,0.3,0.83,0.3614,0.9996
Yi-1.5-34B-Chat,Yi 1.5,34.4,crossed_dependencies_long,syntax,201,0.6644,0.899,0.739,0.9996
Yi-1.5-34B-Chat,Yi 1.5,34.4,cul_jack_april_12_2012_54_short_texts_with_two_comprehension_questions,syntax,210,0.5723,0.896,0.6387,0.9988
Yi-1.5-34B-Chat,Yi 1.5,34.4,cul_jack_sentence_naturalness_survey_april_2010,syntax,220,0.8504,0.952,0.8933,0.9988
Yi-1.5-34B-Chat,Yi 1.5,34.4,dative_alternation_extension_version_2,syntax,229,0.5399,0.456,1.184,0.9977
Yi-1.5-34B-Chat,Yi 1.5,34.4,dative_finnish,discourse,96,0.2348,0.689,0.3407,0.9962
Yi-1.5-34B-Chat,Yi 1.5,34.4,dative_turkish,discourse,96,0.3453,0.734,0.4704,0.9937
Yi-1.5-34B-Chat,Yi 1.5,34.4,dentella2023_grammaticality,syntax,80,0.7122,0.981,0.726,0.9014
Yi-1.5-34B-Chat,Yi 1.5,34.4,depth_charge_survey,sentence_semantics,188,0.6803,0.846,0.8041,0.9984
Yi-1.5-34B-Chat,Yi 1.5,34.4,depth_charge_with_noise,sentence_semantics,188,0.6899,0.854,0.8079,0.9984
Yi-1.5-34B-Chat,Yi 1.5,34.4,discourse_30subjs_list1,discourse,100,0.8586,0.941,0.9124,0.9957
Yi-1.5-34B-Chat,Yi 1.5,34.4,discourse_30subjs_list2,discourse,100,0.887,0.951,0.9327,0.9955
Yi-1.5-34B-Chat,Yi 1.5,34.4,discourse_30subjs_list3,discourse,100,0.9083,0.947,0.9591,0.9945
