dataset,domain,status,type,severity,verified,verify_note,fixable_from_raw,description,evidence,proposed_fix,missing_info
relative_clause_displacements_in_english_sentences_with_fill,surveyor/sentence_semantics,issues,filler_items_leaked,high,True,,yes,"29 of 93 converted units (31%) are raw Filler items (experiment='Filler'), unrelated to the RC-displacement manipulation, pooled with the 64 genuine RC critical items. Fillers share the identical generic prompt/scale so nothing in metadata flags them, but they measure a different construct; means differ (3.97 vs 3.60).","stimuli.csv experiment counts (96 rows): RC=64, Filler=32. After whitespace-normalizing and joining converted units back to stimuli.csv, 93 converted units = RC 64 / Filler 29. Leaked examples in converted csv: '""Her boys"", as she called them, didn't take a lot of eggnog...' and 'Let's say we now use a massive paperweight.'","Rebuild by joining unit text to stimuli.csv (whitespace-trimmed) and keep only experiment=='RC' rows, yielding 64 critical items not 93. Sibling dataset relative_clause_displacements_in_english_sentences (same design, no fillers, all RC) is a structural template.",
massive_mem_arousal_mar_2013_end_2,mturk,issues,wrong_placeholder,high,True,,yes,Units are words/short phrases (63% multiword) but the prompt uses the {sentence} placeholder; instruction noun 'the word' also undersells phrase units.,"Units: 'a pillow', 'to manacle', 'Al Pacino', 'quiet'. Raw Input.trial_* values identical. Instruction ends '<<{sentence}>>'.","How exciting or calming is the word or phrase?
Rate on a scale from 1 to 5, where 1 = very calming and 5 = very exciting.
Answer with one number.

<<{word}>>",
massive_mem_arousal_mar_2013_end_2,mturk,issues,missing_scale_anchor_labels,medium,,,partial,Bipolar question 'exciting or calming' with unlabeled 1-5 endpoints leaves scale direction ambiguous for an LLM rater.,"Human means show 5=exciting: 'quiet' 1.69, 'a pillow' 2.24 vs 'Al Pacino' 3.45. Title/Description give no anchor labels.",,Original HIT HTML would confirm exact anchor wording; direction (5=exciting) inferred from converted means only.
massive_mem_arousal_mar_2013_end_2,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' present in instruction.,Line 2 of massive_mem_arousal_mar_2013_end_2_i.txt.,,
massive_mem_arousal_mar_2014,mturk,issues,wrong_placeholder,high,True,,yes,Units are single ALL-CAPS words but prompt uses {sentence} placeholder.,"Units: 'ABDUCTION', 'LAZY', 'MEATBALL'; raw Input.trial_* identical; instruction ends '<<{sentence}>>'.","How exciting or calming is the word?
Rate on a scale from 1 to 5, where 1 = very calming and 5 = very exciting.
Answer with one number.

<<{word}>>",
massive_mem_arousal_mar_2014,mturk,issues,missing_scale_anchor_labels,medium,,,partial,Bipolar 'exciting or calming' question with unlabeled 1-5 endpoints; direction ambiguous.,Converted means: ABDUCTION 3.45 vs ABIDE 2.30; Title gives no anchor labels.,,HIT HTML for exact anchor wording; 5=exciting inferred from data.
massive_mem_arousal_mar_2014,mturk,issues,auxiliary_response_dropped,low,,,no,"Raw HIT collected a per-trial Answer.Ambig<i> binary flag (2709 cells = 4.2% of trials, value always '1') absent from the converted data; ratings on flagged trials were retained.","8 batches contain Answer.Ambig1..270 alongside Answer.Rating1..270; raw Rating cell count 63813 exactly equals converted n_ratings, so flags were not pooled but also not used to filter.",,Original HIT HTML needed to know what the Ambig checkbox asked (e.g. 'word is ambiguous/unknown') before deciding whether flagged ratings should be excluded.
massive_mem_arousal_mar_2014,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' present in instruction.,Line 2 of massive_mem_arousal_mar_2014_i.txt.,,
massive_mem_arousal_mar_2014_end_1,mturk,issues,wrong_placeholder,high,True,,yes,Units are single ALL-CAPS words but prompt uses {sentence} placeholder.,"Units: 'ROLLERCOASTER', 'WASP', 'ABJECT'; instruction ends '<<{sentence}>>'.","How exciting or calming is the word?
Rate on a scale from 1 to 5, where 1 = very calming and 5 = very exciting.
Answer with one number.

<<{word}>>",
massive_mem_arousal_mar_2014_end_1,mturk,issues,missing_scale_anchor_labels,medium,,,partial,Bipolar 'exciting or calming' question with unlabeled 1-5 endpoints; direction ambiguous.,"Converted means: ROLLERCOASTER 4.57, WASP 3.90 vs INDIFFERENT 2.03, PAPER 2.23 — implies 5=exciting; no anchors in raw metadata.",,HIT HTML for exact anchor wording.
massive_mem_arousal_mar_2014_end_1,mturk,issues,auxiliary_response_dropped,low,,,no,Per-trial Answer.Ambig<i> binary flag (678 cells = 9.5% of trials) dropped in conversion; ratings on flagged trials retained.,Batch has Answer.Ambig* cols (value '1' only) alongside Answer.Rating1..242; raw Rating cells 7149 = converted n_ratings.,,Original HIT HTML needed for the checkbox's meaning.
massive_mem_arousal_mar_2014_end_1,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' present in instruction.,Line 2 of massive_mem_arousal_mar_2014_end_1_i.txt.,,
massive_mem_concreteness_mar_2013,mturk,issues,wrong_placeholder,high,True,,yes,Units are words/short phrases (66% multiword) but prompt uses {sentence} placeholder.,"Units: 'to believe', 'a café mocha', 'Béla Bartók', 'waggish'; instruction ends '<<{sentence}>>'.","How concrete (vs. abstract) is the word or phrase?
Rate on a scale from 1 to 5, where 1 = very abstract and 5 = very concrete.
Answer with one number.

<<{word}>>",
massive_mem_concreteness_mar_2013,mturk,issues,missing_scale_anchor_labels,low,,,partial,No endpoint labels on the 1-5 scale; direction only implied by unipolar 'How concrete' phrasing.,Converted means confirm 5=concrete (e.g. 'to rejoice' 2.20 vs 'Al Pacino'-type concrete items ~4.8 in sibling set); Title gives no anchors.,,HIT HTML for exact anchor wording.
massive_mem_concreteness_mar_2013,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' present in instruction.,Line 2 of massive_mem_concreteness_mar_2013_i.txt.,,
massive_mem_concreteness_mar_2013_end_1,mturk,issues,wrong_placeholder,high,True,,yes,Units are words/short phrases (66% multiword) but prompt uses {sentence} placeholder.,"Units: 'Al Pacino', 'to rejoice', 'a penthouse', 'dyslexia'; instruction ends '<<{sentence}>>'.","How concrete (vs. abstract) is the word or phrase?
Rate on a scale from 1 to 5, where 1 = very abstract and 5 = very concrete.
Answer with one number.

<<{word}>>",
massive_mem_concreteness_mar_2013_end_1,mturk,issues,missing_scale_anchor_labels,low,,,partial,No endpoint labels on the 1-5 scale; direction only implied by unipolar phrasing.,'Al Pacino' 4.87 vs 'to rejoice' 2.20 confirms 5=concrete; no anchors in raw metadata.,,HIT HTML for exact anchor wording.
massive_mem_concreteness_mar_2013_end_1,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' present in instruction.,Line 2 of massive_mem_concreteness_mar_2013_end_1_i.txt.,,
massive_mem_concreteness_mar_2014,mturk,issues,wrong_placeholder,high,True,,yes,Units are single ALL-CAPS words but prompt uses {sentence} placeholder.,"Units: 'ABBY', 'PROLIFERATE', 'REEK'; instruction ends '<<{sentence}>>'.","How concrete (vs. abstract) is the word?
Rate on a scale from 1 to 5, where 1 = very abstract and 5 = very concrete.
Answer with one number.

<<{word}>>",
massive_mem_concreteness_mar_2014,mturk,issues,missing_scale_anchor_labels,low,,,partial,No endpoint labels on the 1-5 scale; direction only implied by unipolar phrasing.,SKUNKS 4.87 vs ABIDE 2.13 (sibling end_1 set / this set) confirm 5=concrete; no anchors in raw metadata.,,HIT HTML for exact anchor wording.
massive_mem_concreteness_mar_2014,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' present in instruction.,Line 2 of massive_mem_concreteness_mar_2014_i.txt.,,
massive_mem_concreteness_mar_2014_end_1,mturk,issues,wrong_placeholder,high,True,,yes,Units are single ALL-CAPS words but prompt uses {sentence} placeholder.,"Units: 'ABJECT', 'SKUNKS', 'PROTEASE'; instruction ends '<<{sentence}>>'.","How concrete (vs. abstract) is the word?
Rate on a scale from 1 to 5, where 1 = very abstract and 5 = very concrete.
Answer with one number.

<<{word}>>",
massive_mem_concreteness_mar_2014_end_1,mturk,issues,missing_scale_anchor_labels,low,,,partial,No endpoint labels on the 1-5 scale; direction only implied by unipolar phrasing.,SKUNKS 4.87 vs ABJECT 2.13 confirms 5=concrete; no anchors in raw metadata.,,HIT HTML for exact anchor wording.
massive_mem_concreteness_mar_2014_end_1,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' present in instruction.,Line 2 of massive_mem_concreteness_mar_2014_end_1_i.txt.,,
massive_mem_familiarity_mar_2013,mturk,issues,wrong_placeholder,high,True,,yes,Units are words/short phrases (66% multiword) but prompt uses {sentence} placeholder.,"Units: 'a chicken', 'a hazelnut', 'Halle Berry', 'to polarize'; instruction ends '<<{sentence}>>'.","How familiar is the word or phrase?
Rate on a scale from 1 to 5, where 1 = very unfamiliar and 5 = very familiar.
Answer with one number.

<<{word}>>",
massive_mem_familiarity_mar_2013,mturk,issues,missing_scale_anchor_labels,low,,,partial,No endpoint labels on the 1-5 scale; direction only implied by unipolar phrasing.,'to taste' 4.93 vs rare names low confirms 5=familiar; no anchors in raw metadata.,,HIT HTML for exact anchor wording.
massive_mem_familiarity_mar_2013,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' present in instruction.,Line 2 of massive_mem_familiarity_mar_2013_i.txt.,,
massive_mem_familiarity_mar_2013_end_1,mturk,issues,wrong_placeholder,high,True,,yes,Units are words/short phrases (67% multiword) but prompt uses {sentence} placeholder.,"Units: 'Al Pacino', 'the Mekong River', 'a hazelnut'; instruction ends '<<{sentence}>>'.","How familiar is the word or phrase?
Rate on a scale from 1 to 5, where 1 = very unfamiliar and 5 = very familiar.
Answer with one number.

<<{word}>>",
massive_mem_familiarity_mar_2013_end_1,mturk,issues,missing_scale_anchor_labels,low,,,partial,No endpoint labels on the 1-5 scale; direction only implied by unipolar phrasing.,'Alexander Glazunov' 1.73 vs 'a hazelnut' 4.72 confirms 5=familiar; no anchors in raw metadata.,,HIT HTML for exact anchor wording.
massive_mem_familiarity_mar_2013_end_1,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' present in instruction.,Line 2 of massive_mem_familiarity_mar_2013_end_1_i.txt.,,
massive_mem_familiarity_mar_2014,mturk,issues,wrong_placeholder,high,True,,yes,Units are single ALL-CAPS words but prompt uses {sentence} placeholder.,"Units: 'AXE', 'MALACHITE', 'BATMAN'; instruction ends '<<{sentence}>>'.","How familiar is the word?
Rate on a scale from 1 to 5, where 1 = very unfamiliar and 5 = very familiar.
Answer with one number.

<<{word}>>",
massive_mem_familiarity_mar_2014,mturk,issues,missing_scale_anchor_labels,low,,,partial,No endpoint labels on the 1-5 scale; direction only implied by unipolar phrasing.,BATMAN 4.90 vs rare words low confirms 5=familiar; no anchors in raw metadata.,,HIT HTML for exact anchor wording.
massive_mem_familiarity_mar_2014,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' present in instruction.,Line 2 of massive_mem_familiarity_mar_2014_i.txt.,,
massive_mem_familiarity_mar_2014_end_1,mturk,issues,wrong_placeholder,high,True,,yes,Units are single ALL-CAPS words but prompt uses {sentence} placeholder.,"Units: 'YE', 'BAG', 'ROSEBUD', 'GALLUP'; instruction ends '<<{sentence}>>'.","How familiar is the word?
Rate on a scale from 1 to 5, where 1 = very unfamiliar and 5 = very familiar.
Answer with one number.

<<{word}>>",
massive_mem_familiarity_mar_2014_end_1,mturk,issues,missing_scale_anchor_labels,low,,,partial,No endpoint labels on the 1-5 scale; direction only implied by unipolar phrasing.,ACCURACY 4.70 vs GALLUP 3.53 pattern consistent with 5=familiar; no anchors in raw metadata.,,HIT HTML for exact anchor wording.
massive_mem_familiarity_mar_2014_end_1,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' present in instruction.,Line 2 of massive_mem_familiarity_mar_2014_end_1_i.txt.,,
massive_mem_imageability_mar_2013,mturk,issues,wrong_placeholder,high,True,,yes,Units are words/short phrases (66% multiword) but prompt uses {sentence} placeholder.,"Units: 'ludicrous', 'to relate', 'skateboarding', 'to blurt'; instruction ends '<<{sentence}>>'.","How easy is the word or phrase to visualize in your mind's eye?
Rate on a scale from 1 to 5, where 1 = very hard to visualize and 5 = very easy to visualize.
Answer with one number.

<<{word}>>",
massive_mem_imageability_mar_2013,mturk,issues,missing_scale_anchor_labels,low,,,partial,No endpoint labels on the 1-5 scale; direction only implied by unipolar phrasing.,'skateboarding' 4.40 vs 'abhorrent' 1.55 confirms 5=easy to visualize; no anchors in raw metadata.,,HIT HTML for exact anchor wording.
massive_mem_imageability_mar_2013,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' present in instruction.,Line 2 of massive_mem_imageability_mar_2013_i.txt.,,
mk_thought_corpus_questionnaire,mturk,issues,wrong_or_generic_dimension,medium,,,no,Instruction is generic 'Rate the sentence.' and the rated dimension cannot be recovered: Title/Description ('Read 100 simple sentences and answer a question about each') never name what the 1-5 Rating measured; each item also had a separate Alive Yes/No question.,Raw batch 2011-04-06_Batch_488599.csv: Title='Answer some simple questions about English sentences'; Answer families Rating (numeric 1-5) and Alive ('Yes'/'No'); no dimension wording anywhere in export.,,Original HIT HTML question/scale wording from collaborators (the export has no question text).
mk_thought_corpus_questionnaire,mturk,issues,stimulus_markup_stripped,medium,,,partial,"Raw sentences marked the verb in <b> and NPs in <u>, with a paired Input.TargetNP column; conversion stripped all markup, so if the rating referred to the highlighted element that referent is lost from the prompt.","Raw Input.Sentence1=""<u>He</u> 's <b>correcting </b><u>your pronunciation</u> ."" with Input.TargetNP1='your pronunciation'; converted unit is the tag-stripped string ""He 's correcting your pronunciation ."" (verified exact match).",,HIT HTML needed to know whether the question referenced the bolded verb or the TargetNP; the TargetNP itself is recoverable from Input.TargetNP*.
mk_thought_corpus_questionnaire,mturk,issues,tokenization_artifacts,low,,,yes,"Units carry corpus tokenization: space before punctuation and split clitics ('does n't', ""He 's"", trailing ' .'), inherited from raw but unnatural as LLM input.","Converted units: ""He does n't want pie ."", 'I did it .'",,
mk_thought_corpus_questionnaire,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' present in instruction file.,mk_thought_corpus_questionnaire_i.txt line 2.,,
neal_norming_1,mturk,issues,wrong_placeholder,high,True,,yes,"Units are noun phrases, not sentences, but the instruction says 'Rate the sentence.' and uses the {sentence} placeholder.","Converted units: 'The pillow with the nasty stain', 'The nurse near the surgeons'; raw Input.trial_1='The phone with the broken toasters'; Title says '70 phrases'. Instruction file: 'Rate the sentence.' + <<{sentence}>>.","Rate the phrase.
Rate on a scale from 1 to 5.
Answer with one number.

<<{phrase}>>",
neal_norming_1,mturk,issues,wrong_or_generic_dimension,medium,,,no,"The rated dimension is not recoverable: Title only says 'Answer questions about 70 phrases'; the two per-trial questions in raw are number-agreement comprehension checks (YNQ1/YNQ2), not the rating question.","Input.question_1_1='Is the first noun singular?', Input.question_2_1='Is the second noun plural?'; Answer.Rating* numeric 1-5 with no question text in export.",,"Original HIT HTML rating-question wording (likely naturalness/acceptability of the NP, but not stated in the export)."
neal_norming_1,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' in instruction file.,neal_norming_1_i.txt line 2.,,
noisy_channel_acceptability_1_sept_2013_1,mturk,ok,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' in instruction file.,"noisy_channel_acceptability_1_sept_2013_1_i.txt line 2. Otherwise verified: units are clean sentences, ratings 1-5 in both raw and converted, comprehension questions (Input.question_1_N) excluded.",,
noisy_channel_acceptability_2_sept_2013,mturk,ok,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' in instruction file.,"noisy_channel_acceptability_2_sept_2013_i.txt line 2. Otherwise verified: 5 batches with identical metadata, raw Answer.Rating* 1-5 = converted range, clean sentence units, no dups.",,
noisy_rc_norming_oct19,mturk,issues,wrong_or_generic_dimension,medium,,,no,"Instruction is generic 'Rate the sentence.'; Title/Description name no dimension ('a question and a rating') and the export has no question text, so the dimension cannot be recovered from raw.",Raw 2011-10-19_Batch_628589.csv Title/Description as quoted; Answer.Rating* 1-5 plus YNQ* Yes/No comprehension answers only.,,"Original HIT HTML question wording (folder name 'Noisy-RC norming' suggests plausibility norming, but that is inference)."
noisy_rc_norming_oct19,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' in instruction file.,noisy_rc_norming_oct19_i.txt line 2.,,
orange_camel_sentence_naturalness_survey_nov_2010,mturk,issues,context_target_conflation,medium,,,partial,"Converted unit concatenates Input.context_N and Input.trial_N into one passage; the human rating most plausibly targeted the final (trial) sentence in context, but the prompt asks about the whole passage, and the context/target split is discarded.","Raw context_1 ends '...often mixes up orders.'<br/>, trial_1=""As a consequence, ... didn't remember who had ordered which appetizer.""; the matching converted unit is exactly context+' '+trial (verified). Instruction: 'How natural does the passage sound?'",If target-sentence rating is confirmed: present context as preamble and ask 'How natural does the last sentence sound in this context?' with the trial sentence wrapped in << >>.,HIT HTML to confirm whether the rating referred to the final sentence or the whole text; raw columns allow rebuilding a context-then-target prompt either way.
orange_camel_sentence_naturalness_survey_nov_2010,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' in instruction file.,orange_camel_sentence_naturalness_survey_nov_2010_i.txt line 2.,,
orc_lauren_sentence_naturalness_survey_july_2012,mturk,ok,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' in instruction file.,"orc_lauren_sentence_naturalness_survey_july_2012_i.txt line 2. Otherwise verified: 2 batches identical metadata, clean object-RC sentence units, ratings 1-5 raw and converted.",,
paris_judgments_2_dec_2012_1,mturk,issues,wrong_or_generic_dimension,medium,,,no,"Generic 'Rate the sentence.'; Title/Description ('32 sentences followed by a rating and a question') name no dimension; items are VP-ellipsis/dative-alternation manipulations, suggesting acceptability, but the export contains no question text.","Converted units like 'The manager summarized the situation for the staff, and the union did.'; raw Answer.Rating* 1-5 + YNQ1-* Yes/No only.",,Original HIT HTML question wording from collaborators.
paris_judgments_2_dec_2012_1,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' in instruction file.,paris_judgments_2_dec_2012_1_i.txt line 2.,,
paris_judgments_3_dec_2012,mturk,issues,wrong_or_generic_dimension,medium,,,no,Same as paris_judgments_2: generic 'Rate the sentence.' with no dimension recoverable from Title/Description or export.,Description='80 sentences followed by a rating and a question: code = WORRIED SPINACH'; Answer.Rating* 1-5.,,Original HIT HTML question wording.
paris_judgments_3_dec_2012,mturk,issues,mixed_constructions,low,,,yes,"Item set mixes at least two sub-designs (ellipsis/dative items and verb-particle items) in one dataset; same rating question presumably applied, so pooling is acceptable but worth documenting.","Units include both 'An attendant reminded the visitor about the rules, and the director did.' and 'Susan gave frosting up.' / 'The teacher broke the kids apart.'",,
paris_judgments_3_dec_2012,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' in instruction file.,paris_judgments_3_dec_2012_i.txt line 2.,,
paris_judgments_dec_2012_1,mturk,issues,wrong_or_generic_dimension,medium,,,no,Same as the other Paris judgments sets: generic 'Rate the sentence.'; no dimension in Title/Description ('96 sentences followed by a rating and a question').,"Raw 2012-12-07_Batch_984748.csv metadata as quoted; Answer.Rating* 1-5, YNQ excluded correctly.",,Original HIT HTML question wording.
paris_judgments_dec_2012_1,mturk,issues,mixed_constructions,low,,,yes,"Units mix ellipsis/dative items, verb-particle items, and filler-like sentences ('Mitchell went on a five-mile hike.') under one instruction; presumably one shared rating question.","Converted unit sample spans 'The interpreter translated the documents for the boss, and an engineer...' and 'Jay sent in the disobedient student.'",,
paris_judgments_dec_2012_1,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' in instruction file.,paris_judgments_dec_2012_1_i.txt line 2.,,
pascal_1_dec_2012,mturk,issues,wrong_or_generic_dimension,medium,,,no,Generic 'Rate the sentence.'; the French Title only says 'the rating of 100 sentences' with no dimension; export has no question text.,"Raw Title (mojibake in file): ""l'Ã©valuation de 100 phrases: une enquÃªte avec le nom \""d'Ã©pinards inquiet\""""; Answer.Rating* 1-5 plus Answer.French yes/no screen.",,Original HIT HTML question wording (French counterpart of the WORRIED SPINACH surveys).
pascal_1_dec_2012,mturk,issues,instruction_language_mismatch,medium,,,partial,"All 544 units are French sentences but the instruction is English; the human HIT was advertised in French and screened for French speakers (Answer.French), so an English prompt diverges from the human setting.",Converted units e.g. 'Le prof de math ordonne que le théorème que son élève a démontré est publié.'; instruction file entirely in English.,"Évaluez la phrase.
Répondez sur une échelle de 1 à 5. (scale inferred from observed responses)
Répondez par un seul chiffre.

<<{sentence}>>",Exact original French question wording; a faithful-but-inferred French instruction ('Évaluez la phrase. Répondez sur une échelle de 1 à 5. Répondez par un seul chiffre.') is possible.
pascal_1_dec_2012,mturk,issues,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' in instruction file.,pascal_1_dec_2012_i.txt line 2. Note: raw HTML entities (G&eacute;rard) were correctly decoded in converted units (verified).,,
p_p_sentence_naturalness_survey_aug_2010,mturk,ok,prompt_meta_leak,low,,,yes,Known global issue: '(scale inferred from observed responses)' in instruction file.,"p_p_sentence_naturalness_survey_aug_2010_i.txt line 2. Otherwise verified: 2 batches identical metadata (second dated 2010-10-09 despite folder name, harmless), clean sentence units, ratings 1-5 raw and converted, YNQ answers excluded.",,
2wh_3wh_sentence_naturalness_survey_april_2011,mturk,ok,prompt_meta_leak,low,,,yes,Instruction contains '(scale inferred from observed responses)'.,,,
50_sentences_noisy_channel_may_25_2011,mturk,issues,underspecified_dimension,high,True,,no,"Instruction is dimensionless 'Rate the sentence.'; Title/Description never say what Answer.Rating* measured. Answer families are Rating (1-5), IntentionChoice (A/B), YNQ, English — the rating question's referent is unknown.","Title=Description='50 sentences with two comprehension questions. CODENAME: ELMO'; Keywords='language, survey'",,original HIT HTML template (rating question wording + endpoint labels) from collaborators
50_sentences_noisy_channel_may_25_2011,mturk,issues,unit_contains_task_boilerplate,high,True,,partial,"Each unit is the entire trial blob, including an embedded forced-choice comprehension question and both answer options — not a bare sentence. 'Rate the sentence.' over this blob is incoherent for an LLM.","conv unit[0]: 'Suppose you heard someone say: ""The TA criticized the professor."" Question 1: Which sentence do you think the speaker intended to say? A: ""The professor criticized the TA."" or B: ""The TA criticized the professor.""' (raw Input.trial_N with <br/><b> stripped)",,"quoted heard-sentence is extractable from the blob, but HIT HTML is needed to know whether the rating targeted the heard sentence alone or the whole trial"
50_sentences_noisy_channel_may_25_2011,mturk,issues,prompt_meta_leak,low,,,yes,Instruction contains '(scale inferred from observed responses)'.,,,
50_sentences_with_2_comp_qs_plus_rating_mar_11_2011,mturk,issues,underspecified_dimension,high,True,,no,"Instruction 'Rate the sentence.' names no dimension and Title/Description do not reveal it. Stimuli include role-reversal anomalies ('The letter wrote the husband.'), suggesting plausibility/naturalness, but that is inference only.",Title=Description='50 sentences with two comprehension questions. CODENAME: ELMO'; units are clean sentences matching Input.trial_N; scale 1-5 matches raw,,original HIT HTML template (rating question wording + endpoint labels) from collaborators
50_sentences_with_2_comp_qs_plus_rating_mar_11_2011,mturk,issues,prompt_meta_leak,low,,,yes,Instruction contains '(scale inferred from observed responses)'.,,,
acceptability_judgments_kang,mturk,ok,prompt_meta_leak,low,,,yes,Instruction contains '(scale inferred from observed responses)'.,,,
acd_context_polly_1_nov_23_2012,mturk,issues,context_dropped,high,True,,yes,Trials were two-turn dialogues (Input.trial_1_N = Mary background + John question; Input.trial_2_N = Mary's reply). Converted units keep only the reply: the dialogue context the humans rated against is absent from the LLM prompt.,"225/225 conv units match unique trial_2 values, 0/225 match trial_1; e.g. context 'Mary: Last month several food critics... John: ...Do you know which critics?' dropped before target 'Mary: The hostess insulted every critic that the chef insulted.'","Re-convert with unit = full dialogue (trial_1_N + trial_2_N), instruction e.g.: 'How natural does Mary's final sentence sound as a reply in this dialogue?
Rate on a scale from 1 to 5.
Answer with one number.

<<{sentence}>>' (dimension wording still inferred; see underspecified_dimension)",
acd_context_polly_1_nov_23_2012,mturk,issues,ratings_pooled_across_conditions,high,True,,yes,83 of 225 target sentences occur under more than one distinct context (a condition manipulation); keying units on target alone pools ratings across experimental conditions into one individual_ratings list.,'Mary: The hostess insulted every critic that the chef insulted.' appears under 2 contexts differing only in John's final question ('which critics?' vs 'which ones?'); 83/225 targets have >1 distinct context,"Re-key units on (context, target) pairs; both are present in the raw batch CSVs",
acd_context_polly_1_nov_23_2012,mturk,issues,underspecified_dimension,high,True,,partial,"Instruction 'Rate the sentence.' names no dimension; Title/Description only say 'Rating 52 English texts'. Researchers' own folder naming for the same project ('Sentence naturalness survey ACD v6 Oct 25 2012', identical Mary/John trial structure and title pattern) indicates naturalness, but it is inferred.",sibling folder 'Sentence naturalness survey ACD v6 Oct 25 2012' -> Title 'Rating 60 English texts: PSYCHEDELIC EGGPLANT survey',"How natural does the sentence sound?
Rate on a scale from 1 to 5.
Answer with one number.

<<{sentence}>>",original HIT HTML (question wording + endpoint labels) to confirm naturalness
acd_context_polly_1_nov_23_2012,mturk,issues,speaker_prefix_residue,low,,,yes,"All 225 units begin with 'Mary: ', a dialogue-turn label that is meaningless once context is stripped.",speaker_prefix count 225/225,,
acd_context_polly_1_nov_23_2012,mturk,issues,prompt_meta_leak,low,,,yes,Instruction contains '(scale inferred from observed responses)'.,,,
acd_no_context_polly_1_nov_23_2012,mturk,issues,underspecified_dimension,high,True,,partial,"Instruction 'Rate the sentence.' names no dimension; Title/Description generic. Researchers' folder naming for the same ACD project ('Sentence naturalness survey ACD ratings v2 Jan 2012', shared filler stimuli, same generic HIT-title pattern) indicates naturalness, but that is inferred.",Title='Rating 52 English sentences: PSYCHEDELIC EGGPLANT survey'; Description='52 sentences followed by a rating and a question: code = PSYCHEDELIC EGGPLANT',"How natural does the sentence sound?
Rate on a scale from 1 to 5.
Answer with one number.

<<{sentence}>>",original HIT HTML (question wording + endpoint labels) from collaborators
acd_no_context_polly_1_nov_23_2012,mturk,issues,prompt_meta_leak,low,,,yes,Instruction contains '(scale inferred from observed responses)'.,,,
acd_project_also_2_nov_22_2012_1,mturk,issues,underspecified_dimension,high,True,,partial,"Instruction 'Rate the sentence.' names no dimension; Title/Description generic ('56 sentences followed by a rating and a question'). ACD-project sibling folders labelled 'Sentence naturalness survey' by the researchers indicate naturalness, but that is inferred.","sibling 'Sentence naturalness survey ACD ratings v2 Jan 2012' -> Title 'Rating 56 English sentences: Polka-dot porcupine survey', same design","How natural does the sentence sound?
Rate on a scale from 1 to 5.
Answer with one number.

<<{sentence}>>",original HIT HTML (question wording + endpoint labels) from collaborators
acd_project_also_2_nov_22_2012_1,mturk,issues,prompt_meta_leak,low,,,yes,Instruction contains '(scale inferred from observed responses)'.,,,
acd_project_also_3_nov_24_2012_2,mturk,issues,underspecified_dimension,high,True,,partial,Instruction 'Rate the sentence.' names no dimension; Title/Description generic. Naturalness inferred from ACD-project sibling folder naming only.,Title='Rating 56 English sentences: PSYCHEDELIC EGGPLANT survey',"How natural does the sentence sound?
Rate on a scale from 1 to 5.
Answer with one number.

<<{sentence}>>",original HIT HTML (question wording + endpoint labels) from collaborators
acd_project_also_3_nov_24_2012_2,mturk,issues,prompt_meta_leak,low,,,yes,Instruction contains '(scale inferred from observed responses)'.,,,
acd_project_expt_23_also_nov_16_2012,mturk,issues,underspecified_dimension,high,True,,partial,Instruction 'Rate the sentence.' names no dimension; Title/Description generic ('60 sentences followed by a rating and a question'). Naturalness inferred from ACD-project sibling folder naming only.,Title='Rating 60 English sentences: PSYCHEDELIC EGGPLANT survey',"How natural does the sentence sound?
Rate on a scale from 1 to 5.
Answer with one number.

<<{sentence}>>",original HIT HTML (question wording + endpoint labels) from collaborators
