collection,dataset,experiment_group,project_group,project_token,series_core,dimension,scale,owner,dates,n_units,evidence,shares_stimuli_weakly_with,confidence,ask_collaborator
surveyor,huang_response_set2b_declaratives,S-E31,S-P31,huang,huang_response,rate how natural the sentence is:,1 = Very unnatural | 4 = Neutral | 7 = Very natural,moshepol@mit.edu,,288,series suffix variant of huang_response_set1b | series suffix variant of huang_response_set1a | series suffix variant of huang_response_set2a | series suffix variant of huang_response_set2b | series suffix variant of huang_response_set2a_declaratives,huang_response_set2a (0.50),medium (names only),yes
surveyor,chinese_dative,S-E32,S-P32,chinese,chinese_dative,请评价该加粗目标句的自然程度。,1 = 很不自然 | 2 = 不自然 | 3 = 一般 | 4 = 自然 | 5 = 很自然,moshepol@mit.edu,,96,,,singleton,yes
surveyor,dative_finnish,S-E33,S-P34,dative,dative_finnish,"arvioi, kuinka luonnollinen lihavoitu kohdelause on.",1 = Epäluonnollinen | 2 = Melko epäluonnollinen | 3 = Ei luonnollinen eikä epäluonnollinen | 4 = Melko luonnollinen | 5 = Luonnollinen,moshepol@mit.edu,,96,project token 'dative' = dative_turkish,,medium (names only),yes
surveyor,dative_turkish,S-E34,S-P34,dative,dative_turkish,lütfen hedef cümlenin ne kadar doğal olduğunu değerlendirin.,1 = hiç doğal değil | 2 = doğal değil | 3 = ne doğal ne de doğal olmayan | 4 = doğal | 5 = çok doğal,moshepol@mit.edu,,96,project token 'dative' = dative_finnish,,medium (names only),yes
surveyor,topicalization_e1,S-E35,S-P35,topicalization,topicalization,how natural does the sentence sound?,1 = Very Unnatural | 2 = Unnatural | 3 = Neutral | 4 = Natural | 5 = Very Natural,moshepol@mit.edu,,76,same stimuli+dimension as topicalization_e1_v2 (cont=0.98) | series suffix variant of topicalization_e1_v2 | series suffix variant of topicalization_e2,can_noncan_acceptability_2 (0.37) | can_noncan_acceptability_0924 (0.37) | of_acceptability_2 (0.37) | constituency_tests (0.27),high,no
surveyor,relative_clause_displacements_in_english_sentences_with_fill,S-E36,S-P82,relative,relative_clause_displacements_in_english_sentences_with_fill,rate how normal and understandable the following sentence is to you,1 = Bad | 5 = Good,sdurai30@mit.edu,,93,project token 'relative' = relative_clause_displacements_in_english_sentences,aixiu_coherence_en_update1 (0.31) | acceptability_replication_959 (0.31) | montemayor_replication_acceptability_in_syntax (0.31) | relative_clause_displacements_in_english_sentences (0.65),medium (names only),yes
surveyor,aixiu_coherence_en_update1,S-E37,S-P37,aixiu,aixiu_coherence_en,please rate how acceptable the sentence is,1 = Definitely not acceptable | 7 = Definitely acceptable,moshepol@mit.edu,,277,,relative_clause_displacements_in_english_sentences_with_fill (0.31) | acceptability_replication_959 (0.26) | montemayor_replication_acceptability_in_syntax (0.26) | replication_v6 (0.26),singleton,yes
surveyor,rating_english_sentences,S-E38,S-P38,rating_english_sentences,rating_english_sentences,please rate the sentence on scale from 1 (= completely unacceptable) to 7 (= completely acceptable),1 = completely unacceptable | 7 = completely acceptable,legermec1@gmail.com,,240,,,singleton,yes
surveyor,depth_charge_survey,S-E40,S-P40,depth,depth_charge_survey,how does this sentence sound*,1 = makes no sense/written poorly | 4 = intermediate | 7 = makes perfect sense/written well,arthurmilanferencei@gmail.com,,188,same stimuli+dimension as depth_charge_with_noise (cont=0.84) | project token 'depth' = depth_charge_with_noise,,high,no
surveyor,depth_charge_with_noise,S-E40,S-P40,depth,depth_charge_with_noise,how does this sentence sound*,1 = makes no sense/written poorly | 4 = intermediate | 7 = makes perfect sense/written well,arthurmilanferencei@gmail.com,,188,same stimuli+dimension as depth_charge_survey (cont=0.84) | project token 'depth' = depth_charge_survey,,high,no
surveyor,locative_topicalization_survey,S-E41,S-P41,locative,locative_topicalization_survey,how natural is the second sentence in the context of the first sentence?,1 = Very Unnatural | 2 = Unnatural | 3 = Neutral | 4 = Natural | 5 = Very Natural,aalargen06@gmail.com,,229,,,singleton,yes
surveyor,discourse_30subjs_list4,S-E95,S-P95,discourse,discourse_30subjs,rate how connected these two sentences are:,"1 = Not connected, unlikely to occur in a sequence | 5 = Strongly connected, very likely to occur in a sequence",samhutch@mit.edu,,100,series suffix variant of discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | series suffix variant of discourse_30subjs_list3 | project token 'discourse' = discourse_changed_0428,discourse_causality_list4 (0.37) | discourse_coherence_list2 (0.28) | discourse_causality_list2 (0.28) | discourse_coherence_list4 (0.37),high,no
surveyor,missing_vp_rereplication,S-E43,S-P43,missing,missing_vp_rereplication,please rate this sentence.,1 = Easy to understand | 2 = Somewhat easy to understand | 3 = Neutral | 4 = Somewhat hard to understand | 5 = Hard to understand,ekaz.kerb@gmail.com,,72,project token 'missing' = missing_vp_extension,missing_vp_extension (0.33) | missing_vp_extension_0501_final (0.50),medium (names only),yes
surveyor,dative_alternation_extension_version_2,S-E44,S-P44,dative,dative_alternation_extension_version,how natural is the provided sentence?,1 = Very Unnatural | 2 = Unnatural | 3 = Neutral | 4 = Natural | 5 = Very Natural,jnw@mit.edu,,229,,,singleton,yes
surveyor,acceptability_replication_959,S-E89,S-P89,acceptability_replication_959,acceptability_replication,please rate how acceptable the sentence is,1 = Definitely not acceptable | 7 = Definitely acceptable,sukrith@mit.edu,,288,same stimuli+dimension as montemayor_replication_acceptability_in_syntax (cont=1.00) | same stimuli+dimension as replication_v6 (cont=1.00),extension (0.43) | relative_clause_displacements_in_english_sentences_with_fill (0.31) | aixiu_coherence_en_update1 (0.26),high,no
surveyor,discourse_30subjs_list1,S-E95,S-P95,discourse,discourse_30subjs,rate how connected these two sentences are:,"1 = Not connected, unlikely to occur in a sequence | 5 = Strongly connected, very likely to occur in a sequence",samhutch@mit.edu,,100,series suffix variant of discourse_30subjs_list4 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | series suffix variant of discourse_30subjs_list3 | project token 'discourse' = discourse_changed_0428,discourse_changed_0428 (0.27) | discourse_causality_list1 (0.39) | discourse_coherence_list3 (0.21) | discourse_imagability_pairs_list2 (0.20),high,no
surveyor,discourse_imagability_singles_list4,S-E64,S-P95,discourse,discourse_imagability_singles,how easy is the content of the sentence to visualize in your mind's eye?,1 = Very hard to visualize | 7 = Very easy to visualize,samhutch@mit.edu,,100,"project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | same stimuli, other dimension: discourse_mentalizing_singles_list4 (cont=1.00) | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3",,high,no
surveyor,discourse_mentalizing_singles_list4,S-E67,S-P95,discourse,discourse_mentalizing_singles,"how much does this sentence make you think of other people's experiences, thoughts, beliefs, desires, and/or emotions?",1 = Not at all | 7 = Very much,samhutch@mit.edu,,100,"project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | same stimuli, other dimension: discourse_imagability_singles_list4 (cont=1.00) | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_30subjs_list3",,high,no
surveyor,acceptability_extension_959_v5,S-E50,S-P50,acceptability_extension_959_v5,acceptability_extension,please rate how acceptable the target sentence is.,1 = Definitely not acceptable | 7 = Definitely acceptable,sukrith@mit.edu,,566,,,singleton,yes
surveyor,extension_study,S-E52,S-P52,extension_study,extension_study,how natural does this sentence sound?,1 = Very unnatural | 7 = Very natural,kmcewan@mit.edu,,142,,,singleton,yes
surveyor,replication_study_9_59,S-E53,S-P53,replication_study_9_59,replication_study,rate the target sentence for naturalness on a scale of 1-5 (1 being unnatural and 5 being very natural) within the context of the previous sentence.,1 = unnatural | 5 = very natural,marlocy@mit.edu,,185,,,singleton,yes
surveyor,discourse_30subjs_list3,S-E95,S-P95,discourse,discourse_30subjs,rate how connected these two sentences are:,"1 = Not connected, unlikely to occur in a sequence | 5 = Strongly connected, very likely to occur in a sequence",samhutch@mit.edu,,100,series suffix variant of discourse_30subjs_list4 | series suffix variant of discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_changed_0428,discourse_causality_list1 (0.34) | discourse_coherence_list3 (0.33) | discourse_causality_list3 (0.33) | discourse_coherence_list1 (0.34),high,no
surveyor,discourse_changed_0428,S-E55,S-P95,discourse,discourse_changed,rate how connected these two sentences are:,"1 = Not connected, unlikely to occur in a sequence | 5 = Strongly connected, very likely to occur in a sequence",samhutch@mit.edu,,48,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,discourse_30subjs_list1 (0.27) | discourse_causality_list1 (0.29) | discourse_coherence_list2 (0.21) | discourse_imagability_pairs_list1 (0.25),medium (names only),yes
surveyor,discourse_causality_list1,S-E86,S-P95,discourse,discourse_causality,to what extent does s1 cause s2?,1 = No causal connection at all | 7 = A clear causal connection,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,discourse_30subjs_list1 (0.39) | discourse_30subjs_list3 (0.34) | discourse_changed_0428 (0.29) | discourse_imagability_pairs_list1 (0.25),high,no
surveyor,discourse_causality_list4,S-E86,S-P95,discourse,discourse_causality,to what extent does s1 cause s2?,1 = No causal connection at all | 7 = A clear causal connection,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,discourse_30subjs_list4 (0.37) | discourse_imagability_pairs_list1 (0.25) | discourse_imagability_pairs_list2 (0.25) | discourse_mentalizing_pairs_list1 (0.25),high,no
surveyor,discourse_coherence_list2,S-E88,S-P95,discourse,discourse_coherence,how much sense does s2 make in the context of s1?,"1 = Does not make any sense | 7 = Makes clear, logical sense",samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,discourse_30subjs_list4 (0.28) | discourse_changed_0428 (0.21) | discourse_imagability_pairs_list1 (0.25) | discourse_imagability_pairs_list2 (0.25),high,no
surveyor,discourse_coherence_list3,S-E88,S-P95,discourse,discourse_coherence,how much sense does s2 make in the context of s1?,"1 = Does not make any sense | 7 = Makes clear, logical sense",samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,discourse_30subjs_list1 (0.21) | discourse_30subjs_list3 (0.33) | discourse_imagability_pairs_list1 (0.25) | discourse_imagability_pairs_list2 (0.25),high,no
surveyor,discourse_imagability_pairs_list1,S-E61,S-P95,discourse,discourse_imagability_pairs,how easy is the content of the sentences to visualize in your mind's eye?,1 = Very hard to visualize | 7 = Very easy to visualize,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,discourse_changed_0428 (0.25) | discourse_causality_list1 (0.25) | discourse_causality_list4 (0.25) | discourse_coherence_list2 (0.25),high,no
surveyor,discourse_imagability_pairs_list2,S-E61,S-P95,discourse,discourse_imagability_pairs,how easy is the content of the sentences to visualize in your mind's eye?,1 = Very hard to visualize | 7 = Very easy to visualize,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,discourse_30subjs_list1 (0.20) | discourse_causality_list1 (0.25) | discourse_causality_list4 (0.25) | discourse_coherence_list2 (0.25),high,no
surveyor,discourse_imagability_singles_list1,S-E64,S-P95,discourse,discourse_imagability_singles,how easy is the content of the sentence to visualize in your mind's eye?,1 = Very hard to visualize | 7 = Very easy to visualize,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | series suffix variant of discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,,high,no
surveyor,discourse_imagability_singles_list2,S-E64,S-P95,discourse,discourse_imagability_singles,how easy is the content of the sentence to visualize in your mind's eye?,1 = Very hard to visualize | 7 = Very easy to visualize,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | series suffix variant of discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,,high,no
surveyor,discourse_imagability_singles_list3,S-E64,S-P95,discourse,discourse_imagability_singles,how easy is the content of the sentence to visualize in your mind's eye?,1 = Very hard to visualize | 7 = Very easy to visualize,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | series suffix variant of discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,,high,no
surveyor,discourse_mentalizing_singles_list1,S-E67,S-P95,discourse,discourse_mentalizing_singles,"how much does this sentence make you think of other people's experiences, thoughts, beliefs, desires, and/or emotions?",1 = Not at all | 7 = Very much,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | series suffix variant of discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,,high,no
surveyor,discourse_mentalizing_singles_list2,S-E67,S-P95,discourse,discourse_mentalizing_singles,"how much does this sentence make you think of other people's experiences, thoughts, beliefs, desires, and/or emotions?",1 = Not at all | 7 = Very much,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | series suffix variant of discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,,high,no
surveyor,discourse_mentalizing_singles_list3,S-E67,S-P95,discourse,discourse_mentalizing_singles,"how much does this sentence make you think of other people's experiences, thoughts, beliefs, desires, and/or emotions?",1 = Not at all | 7 = Very much,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | series suffix variant of discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,,high,no
surveyor,discourse_mentalizing_pairs_list1,S-E69,S-P95,discourse,discourse_mentalizing_pairs,"how much do these sentences make you think of other people's experiences, thoughts, beliefs, desires, and/or emotions?",1 = Not at all | 7 = Very much,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,discourse_changed_0428 (0.25) | discourse_causality_list1 (0.25) | discourse_causality_list4 (0.25) | discourse_coherence_list2 (0.25),high,no
surveyor,discourse_mentalizing_pairs_list2,S-E69,S-P95,discourse,discourse_mentalizing_pairs,"how much do these sentences make you think of other people's experiences, thoughts, beliefs, desires, and/or emotions?",1 = Not at all | 7 = Very much,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,discourse_30subjs_list1 (0.20) | discourse_causality_list1 (0.25) | discourse_causality_list4 (0.25) | discourse_coherence_list2 (0.25),high,no
surveyor,discourse_physics_pairs_list1,S-E71,S-P95,discourse,discourse_physics_pairs,how much do these sentences make you think of physical objects and/or physical interactions?,1 = Not at all | 7 = Very much,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,discourse_changed_0428 (0.25) | discourse_causality_list1 (0.25) | discourse_causality_list4 (0.25) | discourse_coherence_list2 (0.25),high,no
surveyor,discourse_physics_pairs_list2,S-E71,S-P95,discourse,discourse_physics_pairs,how much do these sentences make you think of physical objects and/or physical interactions?,1 = Not at all | 7 = Very much,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,discourse_30subjs_list1 (0.20) | discourse_causality_list1 (0.25) | discourse_causality_list4 (0.25) | discourse_coherence_list2 (0.25),high,no
surveyor,discourse_physics_singles_list1,S-E75,S-P95,discourse,discourse_physics_singles,how much does this sentence make you think of physical objects and/or physical interactions?,1 = Not at all | 7 = Very much,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,,high,no
surveyor,discourse_physics_singles_list2,S-E75,S-P95,discourse,discourse_physics_singles,how much does this sentence make you think of physical objects and/or physical interactions?,1 = Not at all | 7 = Very much,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,,high,no
surveyor,discourse_physics_singles_list3,S-E75,S-P95,discourse,discourse_physics_singles,how much does this sentence make you think of physical objects and/or physical interactions?,1 = Not at all | 7 = Very much,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,,high,no
surveyor,discourse_physics_singles_list4,S-E75,S-P95,discourse,discourse_physics_singles,how much does this sentence make you think of physical objects and/or physical interactions?,1 = Not at all | 7 = Very much,samhutch@mit.edu,,100,"project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | same stimuli, other dimension: discourse_imagability_singles_list4 (cont=1.00) | project token 'discourse' = discourse_imagability_singles_list4 | same stimuli, other dimension: discourse_mentalizing_singles_list4 (cont=1.00)",,high,no
surveyor,discourse_scenes_pairs_list1,S-E77,S-P95,discourse,discourse_scenes_pairs,"how much do these sentences make you think of places, natural scenes and/or environments?",1 = Not at all | 7 = Very much,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,discourse_changed_0428 (0.25) | discourse_causality_list1 (0.25) | discourse_causality_list4 (0.25) | discourse_coherence_list2 (0.25),high,no
surveyor,discourse_scenes_pairs_list2,S-E77,S-P95,discourse,discourse_scenes_pairs,"how much do these sentences make you think of places, natural scenes and/or environments?",1 = Not at all | 7 = Very much,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,discourse_30subjs_list1 (0.20) | discourse_causality_list1 (0.25) | discourse_causality_list4 (0.25) | discourse_coherence_list2 (0.25),high,no
surveyor,discourse_scenes_singles_list1,S-E81,S-P95,discourse,discourse_scenes_singles,"how much does this sentence make you think of places, natural scenes and/or environments?",1 = Not at all | 7 = Very much,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,,high,no
surveyor,discourse_scenes_singles_list2,S-E81,S-P95,discourse,discourse_scenes_singles,"how much does this sentence make you think of places, natural scenes and/or environments?",1 = Not at all | 7 = Very much,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,,high,no
surveyor,discourse_scenes_singles_list3,S-E81,S-P95,discourse,discourse_scenes_singles,"how much does this sentence make you think of places, natural scenes and/or environments?",1 = Not at all | 7 = Very much,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,,high,no
surveyor,discourse_scenes_singles_list4,S-E81,S-P95,discourse,discourse_scenes_singles,"how much does this sentence make you think of places, natural scenes and/or environments?",1 = Not at all | 7 = Very much,samhutch@mit.edu,,100,"project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | same stimuli, other dimension: discourse_imagability_singles_list4 (cont=1.00) | project token 'discourse' = discourse_imagability_singles_list4 | same stimuli, other dimension: discourse_mentalizing_singles_list4 (cont=1.00)",,high,no
surveyor,relative_clause_displacements_in_english_sentences,S-E82,S-P82,relative,relative_clause_displacements_in_english_sentences,rate how normal and understandable the following sentence is to you,1 = Bad | 5 = Good,sdurai30@mit.edu,,180,project token 'relative' = relative_clause_displacements_in_english_sentences_with_fill,relative_clause_displacements_in_english_sentences_with_fill (0.65),medium (names only),yes
surveyor,base_acceptability_0908,S-E83,S-P83,base,base_acceptability,how natural does the sentence sound?,1 = Very Unnatural | 2 = Unnatural | 3 = Neutral | 4 = Natural | 5 = Very Natural,susanw26@mit.edu,,70,same stimuli+dimension as base_acceptability_0911 (cont=0.96) | series suffix variant of base_acceptability_0911,can_noncan_acceptability_2 (0.20) | can_noncan_acceptability_0924 (0.20) | of_acceptability_2 (0.20),high,no
surveyor,discourse_causality_list3,S-E86,S-P95,discourse,discourse_causality,to what extent does s1 cause s2?,1 = No causal connection at all | 7 = A clear causal connection,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,discourse_30subjs_list1 (0.21) | discourse_30subjs_list3 (0.33) | discourse_imagability_pairs_list1 (0.25) | discourse_imagability_pairs_list2 (0.25),high,no
surveyor,discourse_coherence_list1,S-E88,S-P95,discourse,discourse_coherence,how much sense does s2 make in the context of s1?,"1 = Does not make any sense | 7 = Makes clear, logical sense",samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,discourse_30subjs_list1 (0.39) | discourse_30subjs_list3 (0.34) | discourse_changed_0428 (0.29) | discourse_imagability_pairs_list1 (0.25),high,no
surveyor,discourse_causality_list2,S-E86,S-P95,discourse,discourse_causality,to what extent does s1 cause s2?,1 = No causal connection at all | 7 = A clear causal connection,samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,discourse_30subjs_list4 (0.28) | discourse_changed_0428 (0.21) | discourse_imagability_pairs_list1 (0.25) | discourse_imagability_pairs_list2 (0.25),high,no
surveyor,discourse_30subjs_list2,S-E95,S-P95,discourse,discourse_30subjs,rate how connected these two sentences are:,"1 = Not connected, unlikely to occur in a sequence | 5 = Strongly connected, very likely to occur in a sequence",samhutch@mit.edu,,100,series suffix variant of discourse_30subjs_list4 | series suffix variant of discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | series suffix variant of discourse_30subjs_list3,discourse_causality_list4 (0.29) | discourse_coherence_list2 (0.26) | discourse_causality_list2 (0.26) | discourse_coherence_list4 (0.29),high,no
surveyor,discourse_coherence_list4,S-E88,S-P95,discourse,discourse_coherence,how much sense does s2 make in the context of s1?,"1 = Does not make any sense | 7 = Makes clear, logical sense",samhutch@mit.edu,,100,project token 'discourse' = discourse_30subjs_list4 | project token 'discourse' = discourse_30subjs_list1 | project token 'discourse' = discourse_imagability_singles_list4 | project token 'discourse' = discourse_mentalizing_singles_list4 | project token 'discourse' = discourse_30subjs_list3,discourse_30subjs_list4 (0.37) | discourse_imagability_pairs_list1 (0.25) | discourse_imagability_pairs_list2 (0.25) | discourse_mentalizing_pairs_list1 (0.25),high,no
surveyor,class_demo,S-E99,S-P99,class,class_demo,how natural does the sentence sound?,1 = Very Unnatural | 2 = Unnatural | 3 = Neutral | 4 = Natural | 5 = Very Natural,moshepol@mit.edu,,44,same stimuli+dimension as demo_9_59_2026 (cont=1.00) | same stimuli+dimension as demo_9_59_2025 (cont=1.00),,high,no
surveyor,lexical_frame_adjectives_likert_set1,S-E93,S-P93,lexical,lexical_frame_adjectives_likert,please rate the sentence above.,1 = Unnatural | 2 = Somewhat Unnatural | 3 = Neither Natural nor Unnatural | 4 = Somewhat Natural | 5 = Natural,moshepol@mit.edu,,384,series suffix variant of lexical_frame_adjectives_likert_set2 | series suffix variant of lexical_frame_adjectives_likert_set3,,medium (names only),yes
surveyor,lexical_frame_adjectives_likert_set2,S-E93,S-P93,lexical,lexical_frame_adjectives_likert,please rate the sentence above.,1 = Unnatural | 2 = Somewhat Unnatural | 3 = Neither Natural nor Unnatural | 4 = Somewhat Natural | 5 = Natural,moshepol@mit.edu,,384,series suffix variant of lexical_frame_adjectives_likert_set1 | series suffix variant of lexical_frame_adjectives_likert_set3,,medium (names only),yes
surveyor,lexical_frame_adjectives_likert_set3,S-E93,S-P93,lexical,lexical_frame_adjectives_likert,please rate the sentence above.,1 = Unnatural | 2 = Somewhat Unnatural | 3 = Neither Natural nor Unnatural | 4 = Somewhat Natural | 5 = Natural,moshepol@mit.edu,,384,series suffix variant of lexical_frame_adjectives_likert_set1 | series suffix variant of lexical_frame_adjectives_likert_set2,,medium (names only),yes
surveyor,coherence_survey_list1_main,S-E95,S-P95,coherence,coherence_survey,rate how connected these two sentences are:,"1 = Not connected, unlikely to occur in a sequence | 5 = Strongly connected, very likely to occur in a sequence",samhutch@mit.edu,,100,same stimuli+dimension as discourse_30subjs_list1 (cont=0.87) | series suffix variant of coherence_survey_list2_main | series suffix variant of coherence_survey_list3_main | series suffix variant of coherence_survey_list4_main,discourse_changed_0428 (0.27) | discourse_causality_list1 (0.39) | discourse_imagability_pairs_list2 (0.20) | discourse_mentalizing_pairs_list2 (0.20),high,no
