id,collection,csv_path,instruction_path,level,sublevel,decided_by,rationale,blind_verification_level,blind_agrees,note
sentence_naturalness_survey_for_lb_jan_2011_v2,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_for_lb_jan_2011_v2.csv,mturk_norms/instructions/sentence_naturalness_survey_for_lb_jan_2011_v2_i.txt,discourse,,andrea_policy_Q2,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",discourse,yes,
sentence_naturalness_survey_for_lb_jan_2011_v3,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_for_lb_jan_2011_v3.csv,mturk_norms/instructions/sentence_naturalness_survey_for_lb_jan_2011_v3_i.txt,discourse,,andrea_policy_Q2,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",discourse,yes,
sentence_naturalness_survey_for_lb_mar_2010,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_for_lb_mar_2010.csv,mturk_norms/instructions/sentence_naturalness_survey_for_lb_mar_2010_i.txt,discourse,,andrea_policy_Q2,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",discourse,yes,
sentence_naturalness_survey_for_lb_mar_2010_2,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_for_lb_mar_2010_2.csv,mturk_norms/instructions/sentence_naturalness_survey_for_lb_mar_2010_2_i.txt,discourse,,andrea_policy_Q2,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",discourse,yes,
sentence_naturalness_survey_for_lb_may_2010,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_for_lb_may_2010.csv,mturk_norms/instructions/sentence_naturalness_survey_for_lb_may_2010_i.txt,discourse,,andrea_policy_Q2,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",discourse,yes,
sentence_naturalness_survey_for_lb_prelim_oct_2010,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_for_lb_prelim_oct_2010.csv,mturk_norms/instructions/sentence_naturalness_survey_for_lb_prelim_oct_2010_i.txt,discourse,,andrea_policy_Q2,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality) | MERGED 2026-08-22 with sentence_naturalness_survey_for_lb_v2_oct_2010 (identical items + instruction; ratings pooled)",discourse,yes,
sentence_naturalness_survey_for_rw_dec_2009,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_for_rw_dec_2009.csv,mturk_norms/instructions/sentence_naturalness_survey_for_rw_dec_2009_i.txt,discourse,,andrea_policy_Q2,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",discourse,yes,
sentence_naturalness_survey_for_rw_jan_2010,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_for_rw_jan_2010.csv,mturk_norms/instructions/sentence_naturalness_survey_for_rw_jan_2010_i.txt,discourse,,andrea_policy_Q2,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",discourse,yes,
sentence_naturalness_survey_laura_mar_17_2012_92_items_code_lazy_cater,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_laura_mar_17_2012_92_items_code_lazy_cater.csv,mturk_norms/instructions/sentence_naturalness_survey_laura_mar_17_2012_92_items_code_lazy_cater_i.txt,sentence_semantics,plausibility,andrea_policy_Q5,"naturalness asked, but items vary in meaning (semantic/animacy anomalies, malapropisms, personification)",sentence_semantics/plausibility,yes,
sentence_naturalness_survey_laura_mar_17_2012_96_items_code_lazy_cater,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_laura_mar_17_2012_96_items_code_lazy_cater.csv,mturk_norms/instructions/sentence_naturalness_survey_laura_mar_17_2012_96_items_code_lazy_cater_i.txt,sentence_semantics,plausibility,andrea_policy_Q5,"naturalness asked, but items vary in meaning (semantic/animacy anomalies, malapropisms, personification)",sentence_semantics/plausibility,yes,
sentence_naturalness_survey_may_1_2011_64_items_code_shy_armadillo,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_may_1_2011_64_items_code_shy_armadillo.csv,mturk_norms/instructions/sentence_naturalness_survey_may_1_2011_64_items_code_shy_armadillo_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
sentence_naturalness_survey_may_4_2011_36_items_code_anxious_bat,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_may_4_2011_36_items_code_anxious_bat.csv,mturk_norms/instructions/sentence_naturalness_survey_may_4_2011_36_items_code_anxious_bat_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
sentence_naturalness_survey_nat_aug_28_2010_survey_code_downtown,mturk,mturk_norms/norm_datasets/sentence_naturalness_survey_nat_aug_28_2010_survey_code_downtown.csv,mturk_norms/instructions/sentence_naturalness_survey_nat_aug_28_2010_survey_code_downtown_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
short_acceptability_feb_6_2014,mturk,mturk_norms/norm_datasets/short_acceptability_feb_6_2014.csv,mturk_norms/instructions/short_acceptability_feb_6_2014_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
verb_causality_study_semantics_ratings_mk_april_2010,mturk,mturk_norms/norm_datasets/verb_causality_study_semantics_ratings_mk_april_2010.csv,mturk_norms/instructions/verb_causality_study_semantics_ratings_mk_april_2010_i.txt,lexical_semantics,conceptual,agents_consensus,"two independent classifiers agreed, confident, unflagged",lexical_semantics/conceptual,yes,
verb_causality_study_syntax_ratings_mk_april_2010,mturk,mturk_norms/norm_datasets/verb_causality_study_syntax_ratings_mk_april_2010.csv,mturk_norms/instructions/verb_causality_study_syntax_ratings_mk_april_2010_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
verb_particle_ratings,mturk,mturk_norms/norm_datasets/verb_particle_ratings.csv,mturk_norms/instructions/verb_particle_ratings_i.txt,syntax,,agents_consensus,"two independent classifiers agreed, confident, unflagged",syntax,yes,
wm2_wm5_9_59_sentence_naturalness_survey_april_2011,mturk,mturk_norms/norm_datasets/wm2_wm5_9_59_sentence_naturalness_survey_april_2011.csv,mturk_norms/instructions/wm2_wm5_9_59_sentence_naturalness_survey_april_2011_i.txt,syntax,,fable_resolution,"comprehensibility/naturalness of structurally complex (center-embedded, displaced) sentences: what varies is structure; comprehensibility is a processing measure of it",syntax,yes,
word3_b_word_naturalness_survey_may_4_2011_160_items_code_sleepy_bear,mturk,mturk_norms/norm_datasets/word3_b_word_naturalness_survey_may_4_2011_160_items_code_sleepy_bear.csv,mturk_norms/instructions/word3_b_word_naturalness_survey_may_4_2011_160_items_code_sleepy_bear_i.txt,subword,,andrea_policy_Q4,"rating driven by word form (pseudoword valence, iconicity, wordlikeness)",subword,yes,
word3_word_naturalness_survey_may_1_2011_45_items_code_nosy_badger,mturk,mturk_norms/norm_datasets/word3_word_naturalness_survey_may_1_2011_45_items_code_nosy_badger.csv,mturk_norms/instructions/word3_word_naturalness_survey_may_1_2011_45_items_code_nosy_badger_i.txt,subword,,andrea_policy_Q4,"rating driven by word form (pseudoword valence, iconicity, wordlikeness)",subword,yes,
word_length_context_sentence_naturalness_survey_april_2011,mturk,mturk_norms/norm_datasets/word_length_context_sentence_naturalness_survey_april_2011.csv,mturk_norms/instructions/word_length_context_sentence_naturalness_survey_april_2011_i.txt,other,sentence,andrea_policy_Q3,"sentence-level frequency / cloze predictability / word-length-in-context — not lexical, not a semantic dimension | merged into `other` 2026-08-22 (was other); sublevel=sentence",other,yes,
