task,level,sublevel,source,language,scale,n_items,n_ratings,ratings_per_item_min,ratings_per_item_median,ratings_per_item_max,has_individual_ratings,human_r_sb,human_rho_sb,reliability_items_used,level_decided_by,level_blind_check_agrees,level_rationale,merged_from,question_wording,path
sentence_naturalness_survey_for_lb_jan_2011_v3,discourse,,mturk,english,1-5,519,11655,17,20,98,True,0.892,0.886,519,andrea_policy_Q2,True,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')",data/discourse/sentence_naturalness_survey_for_lb_jan_2011_v3
sentence_naturalness_survey_for_lb_mar_2010,discourse,,mturk,english,1-5,123,8785,18,58,119,True,0.941,0.951,123,andrea_policy_Q2,True,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')",data/discourse/sentence_naturalness_survey_for_lb_mar_2010
sentence_naturalness_survey_for_lb_mar_2010_2,discourse,,mturk,english,1-5,241,8799,18,29,117,True,0.932,0.935,241,andrea_policy_Q2,True,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')",data/discourse/sentence_naturalness_survey_for_lb_mar_2010_2
sentence_naturalness_survey_for_lb_may_2010,discourse,,mturk,english,1-5,148,6823,39,41,83,True,0.973,0.953,148,andrea_policy_Q2,True,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')",data/discourse/sentence_naturalness_survey_for_lb_may_2010
sentence_naturalness_survey_for_lb_prelim_oct_2010,discourse,,mturk,english,1-5,402,7933,13,17,70,True,0.876,0.882,402,andrea_policy_Q2,True,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality) | MERGED 2026-08-22 with sentence_naturalness_survey_for_lb_v2_oct_2010 (identical items + instruction; ratings pooled)",sentence_naturalness_survey_for_lb_v2_oct_2010,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')",data/discourse/sentence_naturalness_survey_for_lb_prelim_oct_2010
sentence_naturalness_survey_for_rw_dec_2009,discourse,,mturk,english,1-5,180,7164,19,20,80,True,0.822,0.825,180,andrea_policy_Q2,True,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')",data/discourse/sentence_naturalness_survey_for_rw_dec_2009
sentence_naturalness_survey_for_rw_jan_2010,discourse,,mturk,english,1-5,480,21443,18,20,160,True,0.873,0.872,480,andrea_policy_Q2,True,"felicity depends on relations across sentences/clauses (presupposition, anaphora, ellipsis, implicit causality)",,"reconstructed (question wording not directly recovered; 'How natural does the passage sound?' reconstructed from the shared 'Sentence naturalness survey' folder-name convention + the recovered 5-point naturalness scale labels, verified against per-item description text '<n> short texts followed by a rating')",data/discourse/sentence_naturalness_survey_for_rw_jan_2010
agreement_norming_nov_17,other,sentence,mturk,english,1-5,159,3733,13,15,59,True,0.711,0.692,159,andrea_review_page,False,Andrea (review page): likelihood of an NP preamble is neither a structural nor a semantic-dimension rating → other | merged into `other` 2026-08-22 (was other); sublevel=sentence,,"dashboard_confirmed (RESOLVED_QUERIES.md, 2026-08-20)",data/other/agreement_norming_nov_17
agreement_norming_nov_18,other,sentence,mturk,english,1-5,127,1916,14,15,30,True,0.838,0.818,127,andrea_review_page,False,Andrea (review page): same as nov_17 → other | merged into `other` 2026-08-22 (was other); sublevel=sentence,,"dashboard_confirmed (RESOLVED_QUERIES.md, 2026-08-20)",data/other/agreement_norming_nov_18
devarda2023_predictability,other,lexical,published,english,1-5,1726,101400,56,59,62,True,0.963,0.959,1726,andrea_policy_Q3,True,"sentence-level frequency / cloze predictability / word-length-in-context — not lexical, not a semantic dimension | merged into `other` 2026-08-22 (was other); sublevel=lexical",,,data/other/devarda2023_predictability
extension_study,other,lexical,surveyor,english,1-7,142,1073,4,8,17,True,0.626,0.559,142,andrea_policy_Q5,True,naturalness rating whose items vary only in lexical choice (abbreviation vs full form) | merged into `other` 2026-08-22 (was lexical_other); sublevel=lexical,,,data/other/extension_study
green2025_aoa_reading,other,lexical,published,english,,11074,388568,5,36,79,True,0.817,0.801,11074,andrea_policy_Q3,True,word-level psycholinguistic variable that is not meaning (AoA/familiarity) | merged into `other` 2026-08-22 (was lexical_other); sublevel=lexical,,,data/other/green2025_aoa_reading
green2025_aoa_writing,other,lexical,published,english,,11074,401860,16,37,78,True,0.831,0.805,11074,andrea_policy_Q3,True,word-level psycholinguistic variable that is not meaning (AoA/familiarity) | merged into `other` 2026-08-22 (was lexical_other); sublevel=lexical,,,data/other/green2025_aoa_writing
kuperman2012_age_of_acquisition,other,lexical,published,english,,31124,636147,,,,False,,,0,andrea_policy_Q3,True,word-level psycholinguistic variable that is not meaning (AoA/familiarity) | merged into `other` 2026-08-22 (was lexical_other); sublevel=lexical,,,data/other/kuperman2012_age_of_acquisition
massive_mem_familiarity_mar_2013,other,lexical,mturk,english,1-5,2020,64408,27,30,240,True,0.95,0.908,2020,andrea_policy_Q3,True,word-level psycholinguistic variable that is not meaning (AoA/familiarity) | merged into `other` 2026-08-22 (was lexical_other); sublevel=lexical,,"reconstructed: question wording paraphrases the dimension name and scale-endpoint semantics; raw MTurk HIT Title/Description ('Rate N English words / phrases for <dimension>') verified verbatim in questionnaire_wording.csv row for source_folder and in raw batch CSV Title/Description fields; no literal on-page question text recovered (template_source pointer in questionnaire_wording.csv resolves to an unrelated bias_norm.html A/B-preference template, not the single-item word-rating page actually used).",data/other/massive_mem_familiarity_mar_2013
massive_mem_familiarity_mar_2013_end_1,other,lexical,mturk,english,1-5,242,7222,28,30,30,True,0.967,0.92,242,andrea_policy_Q3,True,word-level psycholinguistic variable that is not meaning (AoA/familiarity) | merged into `other` 2026-08-22 (was lexical_other); sublevel=lexical,,"reconstructed: question wording paraphrases the dimension name and scale-endpoint semantics; raw MTurk HIT Title/Description ('Rate N English words / phrases for <dimension>') verified verbatim in questionnaire_wording.csv row for source_folder and in raw batch CSV Title/Description fields; no literal on-page question text recovered (template_source pointer in questionnaire_wording.csv resolves to an unrelated bias_norm.html A/B-preference template, not the single-item word-rating page actually used).",data/other/massive_mem_familiarity_mar_2013_end_1
massive_mem_familiarity_mar_2014,other,lexical,mturk,english,1-5,2020,63880,27,30,238,True,0.961,0.885,2020,andrea_policy_Q3,True,word-level psycholinguistic variable that is not meaning (AoA/familiarity) | merged into `other` 2026-08-22 (was lexical_other); sublevel=lexical,,"reconstructed: question wording paraphrases the dimension name and scale-endpoint semantics; raw MTurk HIT Title/Description ('Rate N English words / phrases for <dimension>') verified verbatim in questionnaire_wording.csv row for source_folder and in raw batch CSV Title/Description fields; no literal on-page question text recovered (template_source pointer in questionnaire_wording.csv resolves to an unrelated bias_norm.html A/B-preference template, not the single-item word-rating page actually used).",data/other/massive_mem_familiarity_mar_2014
massive_mem_familiarity_mar_2014_end_1,other,lexical,mturk,english,1-5,242,7174,27,30,30,True,0.961,0.817,242,andrea_policy_Q3,True,word-level psycholinguistic variable that is not meaning (AoA/familiarity) | merged into `other` 2026-08-22 (was lexical_other); sublevel=lexical,,"reconstructed: question wording paraphrases the dimension name and scale-endpoint semantics; raw MTurk HIT Title/Description ('Rate N English words / phrases for <dimension>') verified verbatim in questionnaire_wording.csv row for source_folder and in raw batch CSV Title/Description fields; no literal on-page question text recovered (template_source pointer in questionnaire_wording.csv resolves to an unrelated bias_norm.html A/B-preference template, not the single-item word-rating page actually used).",data/other/massive_mem_familiarity_mar_2014_end_1
neal_norming_1,other,sentence,mturk,english,1-5,704,12940,11,23,24,True,0.889,0.815,704,andrea_review_page,True,Andrea (review page): plausibility of NP-preposition-NP preambles → other | merged into `other` 2026-08-22 (was other); sublevel=sentence,,"raw Title/Description only say 'Answer questions about 70 phrases' (dimension not named); dimension recovered from own dashboard_scale_labels label set, which is unambiguously a plausibility scale",data/other/neal_norming_1
scott2018_age_of_acquisition,other,lexical,published,english,1-7,5553,188476,,,,False,,,0,andrea_policy_Q3,True,word-level psycholinguistic variable that is not meaning (AoA/familiarity) | merged into `other` 2026-08-22 (was lexical_other); sublevel=lexical,,,data/other/scott2018_age_of_acquisition
scott2018_familiarity,other,lexical,published,english,1-7,5553,179710,,,,False,,,0,andrea_policy_Q3,True,word-level psycholinguistic variable that is not meaning (AoA/familiarity) | merged into `other` 2026-08-22 (was lexical_other); sublevel=lexical,,,data/other/scott2018_familiarity
tuckute2024_conversational_frequency,other,sentence,published,english,1-7,2000,0,,,,False,,,0,andrea_policy_Q3,True,"sentence-level frequency / cloze predictability / word-length-in-context — not lexical, not a semantic dimension | merged into `other` 2026-08-22 (was other); sublevel=sentence",,,data/other/tuckute2024_conversational_frequency
tuckute2024_general_frequency,other,sentence,published,english,1-7,2000,0,,,,False,,,0,andrea_policy_Q3,True,"sentence-level frequency / cloze predictability / word-length-in-context — not lexical, not a semantic dimension | merged into `other` 2026-08-22 (was other); sublevel=sentence",,,data/other/tuckute2024_general_frequency
word_length_context_sentence_naturalness_survey_april_2011,other,sentence,mturk,english,1-5,131,4774,19,20,80,True,0.816,0.762,131,andrea_policy_Q3,True,"sentence-level frequency / cloze predictability / word-length-in-context — not lexical, not a semantic dimension | merged into `other` 2026-08-22 (was other); sublevel=sentence",,"reconstructed: 'How natural does the sentence sound?' -- raw Title/Description in questionnaire_wording.csv name no dimension explicitly; question follows the exact-match template scale (see scale_source). Unit is a re-keyed context-fragment + completing word (e.g. 'After losing, John went' + 'home'), but the recombined unit is a single complete sentence, so the question stays sentence-level.",data/other/word_length_context_sentence_naturalness_survey_april_2011
